MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20001031,CO,8.93,91.07,26.26,0.00,0.00,0.00,2000-10-31,2000-11-06,1
20001024,CO,0.00,100.00,33.92,0.00,0.00,0.00,2000-10-24,2000-10-30,1
20001017,CO,30.29,69.71,15.99,1.48,0.00,0.00,2000-10-17,2000-10-23,1
20001010,CO,34.31,65.69,12.14,1.60,0.00,0.00,2000-10-10,2000-10-16,1
20001003,CO,34.54,65.46,12.14,1.78,0.00,0.00,2000-10-03,2000-10-09,1
20000926,CO,29.37,70.63,9.90,1.69,0.00,0.00,2000-09-26,2000-10-02,1
20000919,CO,29.64,70.36,11.93,4.47,0.23,0.00,2000-09-19,2000-09-25,1
20000912,CO,32.35,67.65,11.93,4.31,0.23,0.00,2000-09-12,2000-09-18,1
20000905,CO,32.35,67.65,10.36,2.27,0.05,0.00,2000-09-05,2000-09-11,1
20000829,CO,33.71,66.29,20.11,2.28,0.05,0.00,2000-08-29,2000-09-04,1
20000822,CO,37.42,62.58,20.46,2.28,0.04,0.00,2000-08-22,2000-08-28,1
20000815,CO,7.08,92.92,23.81,2.49,0.04,0.00,2000-08-15,2000-08-21,1
20000808,CO,5.45,94.55,21.73,2.36,0.00,0.00,2000-08-08,2000-08-14,1
20000801,CO,7.31,92.69,23.34,2.19,0.00,0.00,2000-08-01,2000-08-07,1
20000725,CO,7.31,92.69,22.31,2.19,0.00,0.00,2000-07-25,2000-07-31,1
20000718,CO,3.14,96.86,26.38,3.10,0.00,0.00,2000-07-18,2000-07-24,1
20000711,CO,0.60,99.40,39.80,3.31,0.02,0.00,2000-07-11,2000-07-17,1
20000704,CO,0.68,99.32,12.01,3.47,0.02,0.00,2000-07-04,2000-07-10,1
20000627,CO,0.00,100.00,6.17,1.55,0.00,0.00,2000-06-27,2000-07-03,1
20000620,CO,0.00,100.00,2.12,0.00,0.00,0.00,2000-06-20,2000-06-26,1
20000613,CO,20.86,79.14,0.46,0.00,0.00,0.00,2000-06-13,2000-06-19,1
20000606,CO,77.21,22.79,0.00,0.00,0.00,0.00,2000-06-06,2000-06-12,1
20000530,CO,98.31,1.69,0.00,0.00,0.00,0.00,2000-05-30,2000-06-05,1
20000523,CO,99.75,0.25,0.00,0.00,0.00,0.00,2000-05-23,2000-05-29,1
20000516,CO,99.57,0.43,0.00,0.00,0.00,0.00,2000-05-16,2000-05-22,1
20000509,CO,99.61,0.39,0.00,0.00,0.00,0.00,2000-05-09,2000-05-15,1
20000502,CO,99.61,0.39,0.00,0.00,0.00,0.00,2000-05-02,2000-05-08,1
20000425,CO,97.49,2.51,0.00,0.00,0.00,0.00,2000-04-25,2000-05-01,1
20000418,CO,95.29,4.71,0.00,0.00,0.00,0.00,2000-04-18,2000-04-24,1
20000411,CO,99.41,0.59,0.00,0.00,0.00,0.00,2000-04-11,2000-04-17,1
20000404,CO,99.41,0.59,0.00,0.00,0.00,0.00,2000-04-04,2000-04-10,1
20000328,CO,98.42,1.58,0.00,0.00,0.00,0.00,2000-03-28,2000-04-03,1
20000321,CO,97.06,2.94,0.00,0.00,0.00,0.00,2000-03-21,2000-03-27,1
20000314,CO,96.57,3.43,0.00,0.00,0.00,0.00,2000-03-14,2000-03-20,1
20000307,CO,93.52,6.48,0.00,0.00,0.00,0.00,2000-03-07,2000-03-13,1
20000229,CO,92.00,8.00,1.20,0.00,0.00,0.00,2000-02-29,2000-03-06,1
20000222,CO,93.06,6.94,0.09,0.00,0.00,0.00,2000-02-22,2000-02-28,1
20000215,CO,81.43,18.57,0.09,0.00,0.00,0.00,2000-02-15,2000-02-21,1
20000208,CO,73.87,26.13,0.09,0.00,0.00,0.00,2000-02-08,2000-02-14,1
20000201,CO,69.33,30.67,0.09,0.00,0.00,0.00,2000-02-01,2000-02-07,1
20000125,CO,43.98,56.02,0.00,0.00,0.00,0.00,2000-01-25,2000-01-31,1
20000118,CO,44.60,55.40,0.00,0.00,0.00,0.00,2000-01-18,2000-01-24,1
20000111,CO,61.24,38.76,0.00,0.00,0.00,0.00,2000-01-11,2000-01-17,1
20000104,CO,96.81,3.19,0.00,0.00,0.00,0.00,2000-01-04,2000-01-10,1
