MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20240227,CO,63.34,36.66,10.68,3.52,0.00,0.00,2024-02-27,2024-03-04,1
20240220,CO,63.34,36.66,10.68,3.52,0.00,0.00,2024-02-20,2024-02-26,1
20240213,CO,63.20,36.80,11.65,3.52,0.00,0.00,2024-02-13,2024-02-19,1
20240206,CO,59.57,40.43,20.56,5.21,1.95,0.00,2024-02-06,2024-02-12,1
20240130,CO,41.97,58.03,27.83,6.69,2.05,0.00,2024-01-30,2024-02-05,1
20240123,CO,39.26,60.74,27.83,6.69,2.05,0.00,2024-01-23,2024-01-29,1
20240116,CO,38.12,61.88,27.83,6.72,2.05,0.00,2024-01-16,2024-01-22,1
20240109,CO,33.39,66.61,30.08,9.78,2.05,0.00,2024-01-09,2024-01-15,1
20240102,CO,34.65,65.35,29.59,8.85,2.05,0.00,2024-01-02,2024-01-08,1
20231226,CO,36.69,63.31,25.85,8.85,2.05,0.00,2023-12-26,2024-01-01,1
20231219,CO,35.09,64.91,26.18,8.85,2.05,0.00,2023-12-19,2023-12-25,1
20231212,CO,36.08,63.92,25.86,8.85,2.05,0.00,2023-12-12,2023-12-18,1
20231205,CO,31.72,68.28,26.91,7.32,2.05,0.00,2023-12-05,2023-12-11,1
20231128,CO,32.94,67.06,27.27,8.32,2.05,0.00,2023-11-28,2023-12-04,1
20231121,CO,43.02,56.98,26.90,6.88,1.31,0.00,2023-11-21,2023-11-27,1
20231114,CO,47.66,52.34,26.90,6.87,1.31,0.00,2023-11-14,2023-11-20,1
20231107,CO,54.26,45.74,26.78,6.48,0.00,0.00,2023-11-07,2023-11-13,1
20231031,CO,58.00,42.00,21.66,3.73,0.00,0.00,2023-10-31,2023-11-06,1
20231024,CO,57.87,42.13,22.23,4.43,0.00,0.00,2023-10-24,2023-10-30,1
20231017,CO,60.67,39.33,20.05,4.43,0.00,0.00,2023-10-17,2023-10-23,1
20231010,CO,59.01,40.99,21.07,4.43,0.00,0.00,2023-10-10,2023-10-16,1
20231003,CO,62.37,37.63,20.14,3.54,0.00,0.00,2023-10-03,2023-10-09,1
20230926,CO,65.71,34.29,17.43,2.77,0.00,0.00,2023-09-26,2023-10-02,1
20230919,CO,70.81,29.19,15.77,2.77,0.00,0.00,2023-09-19,2023-09-25,1
20230912,CO,68.92,31.08,15.77,2.77,0.00,0.00,2023-09-12,2023-09-18,1
20230905,CO,68.94,31.06,15.77,2.77,0.00,0.00,2023-09-05,2023-09-11,1
20230829,CO,70.68,29.32,13.97,0.93,0.00,0.00,2023-08-29,2023-09-04,1
20230822,CO,69.61,30.39,15.67,1.52,0.00,0.00,2023-08-22,2023-08-28,1
20230815,CO,71.82,28.18,15.04,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,CO,73.20,26.80,12.42,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,CO,73.32,26.68,4.58,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20230725,CO,75.57,24.43,1.81,0.00,0.00,0.00,2023-07-25,2023-07-31,1
20230718,CO,79.95,20.05,0.00,0.00,0.00,0.00,2023-07-18,2023-07-24,1
20230711,CO,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-11,2023-07-17,1
20230704,CO,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-04,2023-07-10,1
20230627,CO,98.11,1.89,0.00,0.00,0.00,0.00,2023-06-27,2023-07-03,1
20230620,CO,96.93,3.07,0.00,0.00,0.00,0.00,2023-06-20,2023-06-26,1
20230613,CO,92.94,7.06,0.42,0.00,0.00,0.00,2023-06-13,2023-06-19,1
20230606,CO,83.43,16.57,1.07,0.24,0.00,0.00,2023-06-06,2023-06-12,1
20230530,CO,76.28,23.72,6.34,1.08,0.24,0.00,2023-05-30,2023-06-05,1
20230523,CO,71.93,28.07,7.83,2.53,0.81,0.08,2023-05-23,2023-05-29,1
20230516,CO,54.68,45.32,10.76,2.91,1.15,0.31,2023-05-16,2023-05-22,1
20230509,CO,41.67,58.33,29.51,8.92,1.15,0.32,2023-05-09,2023-05-15,1
20230502,CO,44.07,55.93,29.63,8.07,1.15,0.32,2023-05-02,2023-05-08,1
20230425,CO,44.07,55.93,44.01,14.50,4.52,0.43,2023-04-25,2023-05-01,1
20230418,CO,44.07,55.93,44.01,14.50,4.52,0.43,2023-04-18,2023-04-24,1
20230411,CO,48.25,51.75,39.85,14.50,4.52,0.43,2023-04-11,2023-04-17,1
20230404,CO,52.49,47.51,37.88,12.75,2.24,0.43,2023-04-04,2023-04-10,1
20230328,CO,51.97,48.03,35.94,9.05,2.24,0.43,2023-03-28,2023-04-03,1
20230321,CO,46.56,53.44,36.22,9.05,2.00,0.16,2023-03-21,2023-03-27,1
20230314,CO,46.03,53.97,36.48,9.05,2.00,0.16,2023-03-14,2023-03-20,1
20230307,CO,44.74,55.26,36.48,7.94,2.00,0.16,2023-03-07,2023-03-13,1
20230228,CO,45.67,54.33,37.42,7.94,2.00,0.16,2023-02-28,2023-03-06,1
20230221,CO,44.81,55.19,37.42,7.94,2.00,0.16,2023-02-21,2023-02-27,1
20230214,CO,41.35,58.65,37.42,12.29,2.00,0.16,2023-02-14,2023-02-20,1
20230207,CO,41.33,58.67,37.42,12.29,1.99,0.16,2023-02-07,2023-02-13,1
20230131,CO,45.65,54.35,35.58,11.18,1.87,0.04,2023-01-31,2023-02-06,1
20230124,CO,43.18,56.82,35.58,11.18,1.87,0.04,2023-01-24,2023-01-30,1
20230117,CO,42.21,57.79,37.15,12.28,2.28,0.04,2023-01-17,2023-01-23,1
20230110,CO,39.98,60.02,35.67,12.28,2.28,0.04,2023-01-10,2023-01-16,1
20230103,CO,39.97,60.03,33.83,12.28,1.91,0.01,2023-01-03,2023-01-09,1
20221227,CO,13.75,86.25,42.37,30.79,3.23,0.53,2022-12-27,2023-01-02,1
20221220,CO,16.26,83.74,43.34,30.79,3.23,0.53,2022-12-20,2022-12-26,1
20221213,CO,16.26,83.74,43.34,30.79,4.35,0.58,2022-12-13,2022-12-19,1
20221206,CO,16.26,83.74,43.34,31.27,4.35,0.58,2022-12-06,2022-12-12,1
20221129,CO,16.25,83.75,47.20,23.68,4.34,0.57,2022-11-29,2022-12-05,1
20221122,CO,16.27,83.73,49.35,25.20,4.34,0.57,2022-11-22,2022-11-28,1
20221115,CO,16.91,83.09,48.60,23.69,3.29,0.57,2022-11-15,2022-11-21,1
20221108,CO,16.91,83.09,46.94,23.13,3.29,0.57,2022-11-08,2022-11-14,1
20221101,CO,16.91,83.09,46.57,14.28,3.13,0.57,2022-11-01,2022-11-07,1
20221025,CO,17.78,82.22,48.66,14.56,3.13,0.57,2022-10-25,2022-10-31,1
20221018,CO,23.00,77.00,43.01,14.02,3.09,0.57,2022-10-18,2022-10-24,1
20221011,CO,23.00,77.00,43.01,13.55,3.09,0.57,2022-10-11,2022-10-17,1
20221004,CO,24.95,75.05,43.62,13.41,3.16,0.57,2022-10-04,2022-10-10,1
20220927,CO,15.46,84.54,45.65,15.47,3.73,0.57,2022-09-27,2022-10-03,1
20220920,CO,15.72,84.28,47.84,17.53,3.91,0.57,2022-09-20,2022-09-26,1
20220913,CO,15.72,84.28,46.41,16.97,3.91,0.57,2022-09-13,2022-09-19,1
20220906,CO,15.72,84.28,46.41,16.95,3.91,0.59,2022-09-06,2022-09-12,1
20220830,CO,13.14,86.86,46.41,16.96,4.17,0.59,2022-08-30,2022-09-05,1
20220823,CO,12.67,87.33,56.65,22.68,4.70,0.58,2022-08-23,2022-08-29,1
20220816,CO,8.24,91.76,57.92,23.67,5.04,0.58,2022-08-16,2022-08-22,1
20220809,CO,8.24,91.76,58.22,26.92,4.98,0.58,2022-08-09,2022-08-15,1
20220802,CO,3.27,96.73,61.57,30.50,4.95,0.00,2022-08-02,2022-08-08,1
20220726,CO,2.78,97.22,79.49,37.00,4.95,0.00,2022-07-26,2022-08-01,1
20220719,CO,2.78,97.22,82.26,40.36,4.91,0.00,2022-07-19,2022-07-25,1
20220712,CO,1.52,98.48,82.84,31.59,4.88,0.00,2022-07-12,2022-07-18,1
20220705,CO,1.52,98.48,82.84,44.60,5.06,0.07,2022-07-05,2022-07-11,1
20220628,CO,1.17,98.83,86.07,44.87,5.90,0.23,2022-06-28,2022-07-04,1
20220621,CO,1.09,98.91,81.55,43.08,12.76,0.23,2022-06-21,2022-06-27,1
20220614,CO,1.09,98.91,81.75,42.97,15.89,0.23,2022-06-14,2022-06-20,1
20220607,CO,1.09,98.91,83.55,42.56,13.27,0.78,2022-06-07,2022-06-13,1
20220531,CO,1.09,98.91,87.50,57.03,15.50,0.99,2022-05-31,2022-06-06,1
20220524,CO,0.00,100.00,89.73,59.61,18.12,2.61,2022-05-24,2022-05-30,1
20220517,CO,0.00,100.00,93.46,63.89,22.98,2.61,2022-05-17,2022-05-23,1
20220510,CO,0.00,100.00,91.50,57.44,5.81,1.20,2022-05-10,2022-05-16,1
20220503,CO,0.00,100.00,90.98,47.58,4.46,0.53,2022-05-03,2022-05-09,1
20220426,CO,0.00,100.00,88.57,47.62,4.46,0.53,2022-04-26,2022-05-02,1
20220419,CO,0.00,100.00,86.78,33.13,4.45,0.53,2022-04-19,2022-04-25,1
20220412,CO,0.00,100.00,82.90,31.94,4.32,0.53,2022-04-12,2022-04-18,1
20220405,CO,0.00,100.00,82.85,31.94,4.32,0.13,2022-04-05,2022-04-11,1
20220329,CO,0.00,100.00,82.85,33.50,7.11,0.13,2022-03-29,2022-04-04,1
20220322,CO,0.00,100.00,82.83,33.50,7.11,0.13,2022-03-22,2022-03-28,1
20220315,CO,0.00,100.00,91.57,56.87,8.30,0.13,2022-03-15,2022-03-21,1
20220308,CO,0.00,100.00,91.57,57.26,6.10,0.13,2022-03-08,2022-03-14,1
20220301,CO,0.00,100.00,91.57,57.26,8.27,0.09,2022-03-01,2022-03-07,1
20220222,CO,0.00,100.00,90.41,58.82,8.55,0.00,2022-02-22,2022-02-28,1
20220215,CO,0.00,100.00,90.41,59.81,8.55,0.00,2022-02-15,2022-02-21,1
20220208,CO,0.00,100.00,88.17,62.00,8.55,0.00,2022-02-08,2022-02-14,1
20220201,CO,0.00,100.00,88.17,65.07,19.09,0.00,2022-02-01,2022-02-07,1
20220125,CO,0.00,100.00,88.32,65.93,20.68,0.00,2022-01-25,2022-01-31,1
20220118,CO,0.00,100.00,88.32,65.93,19.70,0.00,2022-01-18,2022-01-24,1
20220111,CO,0.00,100.00,88.32,65.93,20.59,0.00,2022-01-11,2022-01-17,1
20220104,CO,0.00,100.00,95.49,67.08,22.25,0.00,2022-01-04,2022-01-10,1
20211228,CO,0.00,100.00,100.00,67.27,22.21,0.00,2021-12-28,2022-01-03,1
20211221,CO,0.00,100.00,99.83,76.97,22.00,0.00,2021-12-21,2021-12-27,1
20211214,CO,0.00,100.00,99.86,67.90,19.18,0.00,2021-12-14,2021-12-20,1
20211207,CO,0.00,100.00,99.87,67.85,19.18,0.00,2021-12-07,2021-12-13,1
20211130,CO,0.00,100.00,95.45,52.30,14.34,0.00,2021-11-30,2021-12-06,1
20211123,CO,0.00,100.00,88.10,40.83,8.75,0.00,2021-11-23,2021-11-29,1
20211116,CO,2.51,97.49,77.70,39.35,6.10,0.00,2021-11-16,2021-11-22,1
20211109,CO,4.39,95.61,76.77,33.45,6.93,0.00,2021-11-09,2021-11-15,1
20211102,CO,4.44,95.56,76.77,30.46,6.93,0.00,2021-11-02,2021-11-08,1
20211026,CO,4.44,95.56,74.89,29.73,11.13,1.95,2021-10-26,2021-11-01,1
20211019,CO,5.19,94.81,65.99,29.44,13.63,1.95,2021-10-19,2021-10-25,1
20211012,CO,5.26,94.74,65.99,29.29,13.63,1.95,2021-10-12,2021-10-18,1
20211005,CO,10.34,89.66,54.10,26.59,12.97,1.95,2021-10-05,2021-10-11,1
20210928,CO,12.72,87.28,46.42,26.30,15.05,3.91,2021-09-28,2021-10-04,1
20210921,CO,16.92,83.08,40.94,24.58,15.05,3.91,2021-09-21,2021-09-27,1
20210914,CO,34.60,65.40,37.06,24.48,15.05,3.91,2021-09-14,2021-09-20,1
20210907,CO,47.43,52.57,36.47,24.48,15.05,3.91,2021-09-07,2021-09-13,1
20210831,CO,49.43,50.57,36.47,24.44,15.05,3.91,2021-08-31,2021-09-06,1
20210824,CO,49.27,50.73,36.61,24.44,15.05,3.91,2021-08-24,2021-08-30,1
20210817,CO,48.62,51.38,37.23,28.04,20.37,6.38,2021-08-17,2021-08-23,1
20210810,CO,53.18,46.82,34.43,28.04,20.37,6.38,2021-08-10,2021-08-16,1
20210803,CO,56.64,43.36,34.52,29.61,20.96,6.38,2021-08-03,2021-08-09,1
20210727,CO,56.19,43.81,38.16,32.98,26.82,15.43,2021-07-27,2021-08-02,1
20210720,CO,54.43,45.57,41.02,36.23,28.15,18.32,2021-07-20,2021-07-26,1
20210713,CO,54.44,45.56,40.99,36.23,29.94,18.32,2021-07-13,2021-07-19,1
20210706,CO,54.48,45.52,41.51,36.37,29.95,17.52,2021-07-06,2021-07-12,1
20210629,CO,54.48,45.52,41.62,36.37,29.95,17.52,2021-06-29,2021-07-05,1
20210622,CO,54.41,45.59,41.62,36.37,30.35,17.73,2021-06-22,2021-06-28,1
20210615,CO,54.98,45.02,41.42,35.54,29.86,17.53,2021-06-15,2021-06-21,1
20210608,CO,54.98,45.02,41.42,35.54,29.15,17.53,2021-06-08,2021-06-14,1
20210601,CO,51.10,48.90,43.36,35.53,29.15,16.39,2021-06-01,2021-06-07,1
20210525,CO,33.83,66.17,46.22,35.53,29.15,16.39,2021-05-25,2021-05-31,1
20210518,CO,23.30,76.70,51.80,39.29,28.96,16.39,2021-05-18,2021-05-24,1
20210511,CO,13.05,86.95,75.19,43.27,29.45,16.39,2021-05-11,2021-05-17,1
20210504,CO,7.84,92.16,79.86,51.85,31.01,16.39,2021-05-04,2021-05-10,1
20210427,CO,1.19,98.81,89.13,60.45,32.13,16.68,2021-04-27,2021-05-03,1
20210420,CO,1.19,98.81,89.13,60.45,32.13,14.65,2021-04-20,2021-04-26,1
20210413,CO,0.00,100.00,92.31,61.69,32.13,14.65,2021-04-13,2021-04-19,1
20210406,CO,0.00,100.00,92.31,61.69,32.13,14.65,2021-04-06,2021-04-12,1
20210330,CO,0.00,100.00,92.31,61.69,32.13,14.65,2021-03-30,2021-04-05,1
20210323,CO,0.00,100.00,92.62,62.13,32.13,15.10,2021-03-23,2021-03-29,1
20210316,CO,0.00,100.00,95.76,71.47,38.64,15.10,2021-03-16,2021-03-22,1
20210309,CO,0.00,100.00,98.57,88.76,56.64,15.89,2021-03-09,2021-03-15,1
20210302,CO,0.00,100.00,98.57,88.76,56.66,15.89,2021-03-02,2021-03-08,1
20210223,CO,0.00,100.00,98.57,88.76,56.93,15.89,2021-02-23,2021-03-01,1
20210216,CO,0.00,100.00,100.00,90.24,58.91,17.78,2021-02-16,2021-02-22,1
20210209,CO,0.00,100.00,100.00,90.24,70.11,24.79,2021-02-09,2021-02-15,1
20210202,CO,0.00,100.00,100.00,90.24,70.73,24.79,2021-02-02,2021-02-08,1
20210126,CO,0.00,100.00,100.00,90.65,73.11,24.91,2021-01-26,2021-02-01,1
20210119,CO,0.00,100.00,100.00,91.06,73.63,27.59,2021-01-19,2021-01-25,1
20210112,CO,0.00,100.00,100.00,91.03,73.63,27.59,2021-01-12,2021-01-18,1
20210105,CO,0.00,100.00,100.00,93.73,76.17,27.60,2021-01-05,2021-01-11,1
20201229,CO,0.00,100.00,100.00,93.73,76.17,27.60,2020-12-29,2021-01-04,1
20201222,CO,0.00,100.00,100.00,93.73,76.17,27.60,2020-12-22,2020-12-28,1
20201215,CO,0.00,100.00,100.00,93.73,76.17,27.60,2020-12-15,2020-12-21,1
20201208,CO,0.00,100.00,100.00,93.71,76.17,27.60,2020-12-08,2020-12-14,1
20201201,CO,0.00,100.00,100.00,93.71,74.68,26.71,2020-12-01,2020-12-07,1
20201124,CO,0.00,100.00,100.00,93.71,74.63,27.22,2020-11-24,2020-11-30,1
20201117,CO,0.00,100.00,100.00,93.71,74.08,27.22,2020-11-17,2020-11-23,1
20201110,CO,0.00,100.00,100.00,93.71,74.08,24.64,2020-11-10,2020-11-16,1
20201103,CO,0.00,100.00,100.00,93.71,74.08,24.39,2020-11-03,2020-11-09,1
20201027,CO,0.00,100.00,100.00,97.26,75.91,21.82,2020-10-27,2020-11-02,1
20201020,CO,0.00,100.00,100.00,97.26,77.72,21.82,2020-10-20,2020-10-26,1
20201013,CO,0.00,100.00,100.00,97.23,59.23,16.72,2020-10-13,2020-10-19,1
20201006,CO,0.00,100.00,99.30,90.39,59.23,16.72,2020-10-06,2020-10-12,1
20200929,CO,0.00,100.00,99.29,89.35,52.88,2.64,2020-09-29,2020-10-05,1
20200922,CO,0.00,100.00,98.61,87.77,50.10,0.38,2020-09-22,2020-09-28,1
20200915,CO,0.00,100.00,98.60,88.89,50.10,0.38,2020-09-15,2020-09-21,1
20200908,CO,0.00,100.00,98.83,92.27,54.82,0.38,2020-09-08,2020-09-14,1
20200901,CO,0.00,100.00,98.80,91.55,36.85,0.38,2020-09-01,2020-09-07,1
20200825,CO,0.00,100.00,98.26,93.29,36.52,0.38,2020-08-25,2020-08-31,1
20200818,CO,0.00,100.00,98.76,72.69,27.31,0.00,2020-08-18,2020-08-24,1
20200811,CO,0.00,100.00,93.87,61.43,23.66,0.00,2020-08-11,2020-08-17,1
20200804,CO,0.00,100.00,85.88,58.79,26.64,0.00,2020-08-04,2020-08-10,1
20200728,CO,0.65,99.35,83.72,58.79,26.64,0.00,2020-07-28,2020-08-03,1
20200721,CO,2.95,97.05,73.99,60.34,31.77,0.00,2020-07-21,2020-07-27,1
20200714,CO,4.64,95.36,70.20,57.84,36.91,0.00,2020-07-14,2020-07-20,1
20200707,CO,15.67,84.33,69.18,55.41,34.07,0.00,2020-07-07,2020-07-13,1
20200630,CO,15.67,84.33,67.96,56.23,34.07,1.37,2020-06-30,2020-07-06,1
20200623,CO,17.21,82.79,67.96,56.23,32.96,0.00,2020-06-23,2020-06-29,1
20200616,CO,18.40,81.60,65.91,55.41,32.96,0.00,2020-06-16,2020-06-22,1
20200609,CO,23.22,76.78,63.64,49.38,25.49,0.00,2020-06-09,2020-06-15,1
20200602,CO,23.22,76.78,63.50,47.08,19.46,0.00,2020-06-02,2020-06-08,1
20200526,CO,23.22,76.78,65.20,43.76,17.52,0.00,2020-05-26,2020-06-01,1
20200519,CO,23.22,76.78,65.20,46.31,17.52,0.00,2020-05-19,2020-05-25,1
20200512,CO,20.76,79.24,62.66,46.08,14.65,0.00,2020-05-12,2020-05-18,1
20200505,CO,23.79,76.21,61.83,40.72,11.34,0.00,2020-05-05,2020-05-11,1
20200428,CO,24.47,75.53,56.64,32.72,0.00,0.00,2020-04-28,2020-05-04,1
20200421,CO,33.26,66.74,53.58,28.51,0.00,0.00,2020-04-21,2020-04-27,1
20200414,CO,33.26,66.74,53.23,12.88,0.00,0.00,2020-04-14,2020-04-20,1
20200407,CO,35.36,64.64,47.33,6.50,0.00,0.00,2020-04-07,2020-04-13,1
20200331,CO,32.23,67.77,47.33,3.25,0.00,0.00,2020-03-31,2020-04-06,1
20200324,CO,30.32,69.68,45.87,3.25,0.00,0.00,2020-03-24,2020-03-30,1
20200317,CO,30.09,69.91,46.88,3.30,0.00,0.00,2020-03-17,2020-03-23,1
20200310,CO,30.09,69.91,46.88,3.30,0.00,0.00,2020-03-10,2020-03-16,1
20200303,CO,30.09,69.91,45.33,3.30,0.00,0.00,2020-03-03,2020-03-09,1
20200225,CO,30.09,69.91,42.77,3.30,0.00,0.00,2020-02-25,2020-03-02,1
20200218,CO,28.74,71.26,43.82,3.30,0.00,0.00,2020-02-18,2020-02-24,1
20200211,CO,27.72,72.28,43.82,3.30,0.00,0.00,2020-02-11,2020-02-17,1
20200204,CO,22.39,77.61,51.12,3.30,0.00,0.00,2020-02-04,2020-02-10,1
20200128,CO,22.39,77.61,51.19,3.30,0.00,0.00,2020-01-28,2020-02-03,1
20200121,CO,22.39,77.61,51.19,13.84,0.00,0.00,2020-01-21,2020-01-27,1
20200114,CO,31.72,68.28,51.19,13.84,0.00,0.00,2020-01-14,2020-01-20,1
20200107,CO,31.72,68.28,51.19,13.84,0.00,0.00,2020-01-07,2020-01-13,1
20191231,CO,31.72,68.28,51.19,20.11,0.00,0.00,2019-12-31,2020-01-06,1
20191224,CO,31.72,68.28,51.19,20.11,0.00,0.00,2019-12-24,2019-12-30,1
20191217,CO,31.72,68.28,51.19,20.11,0.00,0.00,2019-12-17,2019-12-23,1
20191210,CO,28.03,71.97,55.82,30.09,0.00,0.00,2019-12-10,2019-12-16,1
20191203,CO,28.20,71.80,55.90,30.26,0.00,0.00,2019-12-03,2019-12-09,1
20191126,CO,24.08,75.92,61.85,32.29,0.00,0.00,2019-11-26,2019-12-02,1
20191119,CO,25.19,74.81,59.95,32.23,0.00,0.00,2019-11-19,2019-11-25,1
20191112,CO,25.74,74.26,55.27,31.02,0.00,0.00,2019-11-12,2019-11-18,1
20191105,CO,18.73,81.27,58.24,27.41,0.00,0.00,2019-11-05,2019-11-11,1
20191029,CO,18.73,81.27,58.24,27.41,0.00,0.00,2019-10-29,2019-11-04,1
20191022,CO,11.64,88.36,60.76,27.41,0.00,0.00,2019-10-22,2019-10-28,1
20191015,CO,25.44,74.56,37.01,11.23,0.00,0.00,2019-10-15,2019-10-21,1
20191008,CO,25.48,74.52,37.01,11.23,0.00,0.00,2019-10-08,2019-10-14,1
20191001,CO,30.14,69.86,27.53,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,CO,34.06,65.94,10.81,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,CO,50.45,49.55,6.68,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,CO,50.45,49.55,6.68,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,CO,58.99,41.01,3.46,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,CO,80.47,19.53,1.98,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,CO,93.35,6.65,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,CO,93.35,6.65,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,CO,94.53,5.47,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,CO,95.32,4.68,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,CO,96.93,3.07,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,CO,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,CO,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,CO,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,CO,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,CO,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,CO,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,CO,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,CO,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,CO,99.99,0.01,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,CO,89.35,10.65,0.01,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,CO,84.23,15.77,0.59,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,CO,84.72,15.28,0.59,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,CO,78.01,21.99,0.98,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,CO,78.01,21.99,4.74,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,CO,78.01,21.99,4.74,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,CO,78.01,21.99,4.74,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,CO,74.78,25.22,4.74,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,CO,53.87,46.13,6.39,0.63,0.00,0.00,2019-03-19,2019-03-25,1
20190312,CO,17.00,83.00,25.44,6.26,0.58,0.00,2019-03-12,2019-03-18,1
20190305,CO,10.64,89.36,58.05,12.08,0.58,0.00,2019-03-05,2019-03-11,1
20190226,CO,10.64,89.36,62.26,35.26,0.59,0.00,2019-02-26,2019-03-04,1
20190219,CO,8.15,91.85,67.16,39.69,10.21,0.11,2019-02-19,2019-02-25,1
20190212,CO,8.15,91.85,67.16,39.69,21.84,0.11,2019-02-12,2019-02-18,1
20190205,CO,8.14,91.86,67.16,40.83,22.05,2.96,2019-02-05,2019-02-11,1
20190129,CO,15.91,84.09,66.35,41.02,22.04,2.79,2019-01-29,2019-02-04,1
20190122,CO,15.91,84.09,68.49,42.41,22.04,2.79,2019-01-22,2019-01-28,1
20190115,CO,15.91,84.09,68.49,53.00,25.35,10.51,2019-01-15,2019-01-21,1
20190108,CO,14.89,85.11,69.48,54.91,25.69,10.51,2019-01-08,2019-01-14,1
20190101,CO,17.94,82.06,66.26,54.91,27.11,11.22,2019-01-01,2019-01-07,1
20181225,CO,15.88,84.12,66.26,54.91,27.11,11.22,2018-12-25,2018-12-31,1
20181218,CO,17.10,82.90,66.26,54.82,27.11,11.22,2018-12-18,2018-12-24,1
20181211,CO,17.10,82.90,66.26,54.82,27.11,11.22,2018-12-11,2018-12-17,1
20181204,CO,17.10,82.90,66.26,54.82,27.11,11.22,2018-12-04,2018-12-10,1
20181127,CO,17.10,82.90,66.26,54.82,33.46,13.35,2018-11-27,2018-12-03,1
20181120,CO,17.10,82.90,66.26,54.82,34.13,13.35,2018-11-20,2018-11-26,1
20181113,CO,16.64,83.36,66.26,54.82,34.13,13.35,2018-11-13,2018-11-19,1
20181106,CO,16.64,83.36,66.80,54.82,35.19,13.37,2018-11-06,2018-11-12,1
20181030,CO,16.64,83.36,66.80,57.07,37.48,13.64,2018-10-30,2018-11-05,1
20181023,CO,16.64,83.36,67.83,59.23,39.09,13.64,2018-10-23,2018-10-29,1
20181016,CO,16.64,83.36,67.83,59.23,39.09,13.64,2018-10-16,2018-10-22,1
20181009,CO,16.64,83.36,70.27,59.71,41.26,13.64,2018-10-09,2018-10-15,1
20181002,CO,14.19,85.81,72.30,64.41,48.47,16.21,2018-10-02,2018-10-08,1
20180925,CO,14.19,85.81,72.30,64.41,48.47,16.21,2018-09-25,2018-10-01,1
20180918,CO,16.89,83.11,71.59,63.93,44.29,12.62,2018-09-18,2018-09-24,1
20180911,CO,19.99,80.01,71.39,63.93,44.29,9.72,2018-09-11,2018-09-17,1
20180904,CO,19.99,80.01,71.39,63.93,44.30,9.72,2018-09-04,2018-09-10,1
20180828,CO,18.57,81.43,72.80,64.63,44.30,8.50,2018-08-28,2018-09-03,1
20180821,CO,18.57,81.43,74.46,65.88,45.46,8.50,2018-08-21,2018-08-27,1
20180814,CO,18.63,81.37,75.86,65.91,45.46,8.50,2018-08-14,2018-08-20,1
20180807,CO,18.20,81.80,75.86,64.65,35.10,8.50,2018-08-07,2018-08-13,1
20180731,CO,17.95,82.05,76.56,66.29,43.53,10.17,2018-07-31,2018-08-06,1
20180724,CO,17.85,82.15,76.64,60.82,39.72,10.20,2018-07-24,2018-07-30,1
20180717,CO,17.50,82.50,76.96,60.62,40.08,13.32,2018-07-17,2018-07-23,1
20180710,CO,17.50,82.50,77.11,60.62,40.08,13.32,2018-07-10,2018-07-16,1
20180703,CO,20.46,79.54,67.30,52.31,36.46,8.81,2018-07-03,2018-07-09,1
