STATION,NAME,DATE,PRCP,TMAX,TMIN
USC00054388,"JOHN MARTIN DAM, CO US",3/26/17,0,68,35
USC00054388,"JOHN MARTIN DAM, CO US",3/27/17,0,51,32
USC00054388,"JOHN MARTIN DAM, CO US",3/28/17,0,71,37
USC00054388,"JOHN MARTIN DAM, CO US",3/29/17,0.32,50,39
USC00054388,"JOHN MARTIN DAM, CO US",3/30/17,0,49,36
USC00054388,"JOHN MARTIN DAM, CO US",3/31/17,0,70,38
USC00054388,"JOHN MARTIN DAM, CO US",4/1/17,0.7,42,33
USC00054388,"JOHN MARTIN DAM, CO US",4/2/17,0,43,28
USC00054388,"JOHN MARTIN DAM, CO US",4/3/17,0,64,42
USC00054388,"JOHN MARTIN DAM, CO US",4/4/17,0.3,65,32
USC00054388,"JOHN MARTIN DAM, CO US",4/5/17,0.19,46,34
USC00054388,"JOHN MARTIN DAM, CO US",4/6/17,0,57,33
USC00054388,"JOHN MARTIN DAM, CO US",4/7/17,0,69,36
USC00054388,"JOHN MARTIN DAM, CO US",4/8/17,0,83,39
USC00054388,"JOHN MARTIN DAM, CO US",4/9/17,0,78,44
USC00054388,"JOHN MARTIN DAM, CO US",4/10/17,0,76,34
USC00054388,"JOHN MARTIN DAM, CO US",4/11/17,0,67,32
USC00054388,"JOHN MARTIN DAM, CO US",4/12/17,0,78,40
USC00054388,"JOHN MARTIN DAM, CO US",4/13/17,0,82,42
USC00054388,"JOHN MARTIN DAM, CO US",4/14/17,0,82,42
USC00054388,"JOHN MARTIN DAM, CO US",4/15/17,0,91,47
USC00054388,"JOHN MARTIN DAM, CO US",4/16/17,0,83,48
USC00054388,"JOHN MARTIN DAM, CO US",4/17/17,0,72,46
USC00054388,"JOHN MARTIN DAM, CO US",4/18/17,0,76,51
USC00054388,"JOHN MARTIN DAM, CO US",4/19/17,0,82,45
USC00054388,"JOHN MARTIN DAM, CO US",4/20/17,0,88,49
USC00054388,"JOHN MARTIN DAM, CO US",4/21/17,0.4,70,45
USC00054388,"JOHN MARTIN DAM, CO US",4/22/17,0.15,55,39
USC00054388,"JOHN MARTIN DAM, CO US",4/23/17,0,60,39
USC00054388,"JOHN MARTIN DAM, CO US",4/24/17,0,80,40
USC00054388,"JOHN MARTIN DAM, CO US",4/25/17,0,82,48
USC00054388,"JOHN MARTIN DAM, CO US",4/26/17,0.45,58,34
USC00054388,"JOHN MARTIN DAM, CO US",4/27/17,0,64,39
USC00054388,"JOHN MARTIN DAM, CO US",4/28/17,0.01,71,34
USC00054388,"JOHN MARTIN DAM, CO US",4/29/17,0.74,52,39
USC00054388,"JOHN MARTIN DAM, CO US",4/30/17,0,40,35
USC00054388,"JOHN MARTIN DAM, CO US",5/1/17,0,61,38
USC00054388,"JOHN MARTIN DAM, CO US",5/2/17,0,69,38
USC00054388,"JOHN MARTIN DAM, CO US",5/3/17,0.06,60,42
USC00054388,"JOHN MARTIN DAM, CO US",5/4/17,0.02,61,34
USC00054388,"JOHN MARTIN DAM, CO US",5/5/17,0,72,41
USC00054388,"JOHN MARTIN DAM, CO US",5/6/17,0,82,50
USC00054388,"JOHN MARTIN DAM, CO US",5/7/17,0.14,88,51
USC00054388,"JOHN MARTIN DAM, CO US",5/8/17,0,91,52
USC00054388,"JOHN MARTIN DAM, CO US",5/9/17,0.25,84,52
USC00054388,"JOHN MARTIN DAM, CO US",5/10/17,0.66,77,33
USC00054388,"JOHN MARTIN DAM, CO US",5/11/17,1.68,75,48
USC00054388,"JOHN MARTIN DAM, CO US",5/12/17,0.02,59,44
USC00054388,"JOHN MARTIN DAM, CO US",5/13/17,0,75,48
USC00054388,"JOHN MARTIN DAM, CO US",5/14/17,0,90,52
USC00054388,"JOHN MARTIN DAM, CO US",5/15/17,0,86,62
USC00054388,"JOHN MARTIN DAM, CO US",5/16/17,0,90,52
USC00054388,"JOHN MARTIN DAM, CO US",5/17/17,0.25,84,50
USC00054388,"JOHN MARTIN DAM, CO US",5/18/17,0,79,48
USC00054388,"JOHN MARTIN DAM, CO US",5/19/17,0.14,57,42
USC00054388,"JOHN MARTIN DAM, CO US",5/20/17,0,53,45
USC00054388,"JOHN MARTIN DAM, CO US",5/21/17,0,66,46
USC00054388,"JOHN MARTIN DAM, CO US",5/22/17,0,75,46
USC00054388,"JOHN MARTIN DAM, CO US",5/23/17,0.17,74,38
USC00054388,"JOHN MARTIN DAM, CO US",5/24/17,0,65,35
USC00054388,"JOHN MARTIN DAM, CO US",5/25/17,0,85,45
USC00054388,"JOHN MARTIN DAM, CO US",5/26/17,0,92,51
USC00054388,"JOHN MARTIN DAM, CO US",5/27/17,0,82,53
USC00054388,"JOHN MARTIN DAM, CO US",5/28/17,0,76,48
USC00054388,"JOHN MARTIN DAM, CO US",5/29/17,0,79,50
USC00054388,"JOHN MARTIN DAM, CO US",5/30/17,0.2,81,47
USC00054388,"JOHN MARTIN DAM, CO US",5/31/17,0,83,53
USC00054388,"JOHN MARTIN DAM, CO US",6/1/17,0,89,51
USC00054388,"JOHN MARTIN DAM, CO US",6/2/17,0,88,55
USC00054388,"JOHN MARTIN DAM, CO US",6/3/17,0.5,88,59
USC00054388,"JOHN MARTIN DAM, CO US",6/4/17,0,84,58
USC00054388,"JOHN MARTIN DAM, CO US",6/5/17,0,88,57
USC00054388,"JOHN MARTIN DAM, CO US",6/6/17,0,86,58
USC00054388,"JOHN MARTIN DAM, CO US",6/7/17,0.13,90,57
USC00054388,"JOHN MARTIN DAM, CO US",6/8/17,0,90,58
USC00054388,"JOHN MARTIN DAM, CO US",6/9/17,0,86,57
USC00054388,"JOHN MARTIN DAM, CO US",6/10/17,0,99,64
USC00054388,"JOHN MARTIN DAM, CO US",6/11/17,0,100,60
USC00054388,"JOHN MARTIN DAM, CO US",6/12/17,0,96,59
USC00054388,"JOHN MARTIN DAM, CO US",6/13/17,0,99,56
USC00054388,"JOHN MARTIN DAM, CO US",6/14/17,0,94,54
USC00054388,"JOHN MARTIN DAM, CO US",6/15/17,0,90,54
USC00054388,"JOHN MARTIN DAM, CO US",6/16/17,0,95,56
USC00054388,"JOHN MARTIN DAM, CO US",6/17/17,0,102,55
USC00054388,"JOHN MARTIN DAM, CO US",6/18/17,0,105,58
USC00054388,"JOHN MARTIN DAM, CO US",6/19/17,0,85,63
USC00054388,"JOHN MARTIN DAM, CO US",6/20/17,0,90,58
USC00054388,"JOHN MARTIN DAM, CO US",6/21/17,0,100,52
USC00054388,"JOHN MARTIN DAM, CO US",6/22/17,0,104,72
USC00054388,"JOHN MARTIN DAM, CO US",6/23/17,0,105,62
USC00054388,"JOHN MARTIN DAM, CO US",6/24/17,0,75,63
USC00054388,"JOHN MARTIN DAM, CO US",6/25/17,0,79,60
USC00054388,"JOHN MARTIN DAM, CO US",6/26/17,0,82,59
USC00054388,"JOHN MARTIN DAM, CO US",6/27/17,0,94,55
USC00054388,"JOHN MARTIN DAM, CO US",6/28/17,0,103,65
USC00054388,"JOHN MARTIN DAM, CO US",6/29/17,0,96,61
USC00054388,"JOHN MARTIN DAM, CO US",6/30/17,0,92,57
USC00054388,"JOHN MARTIN DAM, CO US",7/1/17,0,82,59
USC00054388,"JOHN MARTIN DAM, CO US",7/2/17,0,98,57
USC00054388,"JOHN MARTIN DAM, CO US",7/3/17,0,104,66
USC00054388,"JOHN MARTIN DAM, CO US",7/4/17,0,93,66
USC00054388,"JOHN MARTIN DAM, CO US",7/5/17,0,96,57
USC00054388,"JOHN MARTIN DAM, CO US",7/6/17,0,98,58
USC00054388,"JOHN MARTIN DAM, CO US",7/7/17,0.08,102,61
USC00054388,"JOHN MARTIN DAM, CO US",7/8/17,0.32,93,52
USC00054388,"JOHN MARTIN DAM, CO US",7/9/17,0,99,61
USC00054388,"JOHN MARTIN DAM, CO US",7/10/17,0,99,61
USC00054388,"JOHN MARTIN DAM, CO US",7/11/17,0,101,67
USC00054388,"JOHN MARTIN DAM, CO US",7/12/17,0,104,69
USC00054388,"JOHN MARTIN DAM, CO US",7/13/17,0.05,100,66
USC00054388,"JOHN MARTIN DAM, CO US",7/14/17,0.56,93,66
USC00054388,"JOHN MARTIN DAM, CO US",7/15/17,0,76,60
USC00054388,"JOHN MARTIN DAM, CO US",7/16/17,1.01,70,60
USC00054388,"JOHN MARTIN DAM, CO US",7/17/17,0.45,84,60
USC00054388,"JOHN MARTIN DAM, CO US",7/18/17,0,95,64
USC00054388,"JOHN MARTIN DAM, CO US",7/19/17,0,99,68
USC00054388,"JOHN MARTIN DAM, CO US",7/20/17,0,100,69
USC00054388,"JOHN MARTIN DAM, CO US",7/21/17,0,99,67
USC00054388,"JOHN MARTIN DAM, CO US",7/22/17,0,93,66
USC00054388,"JOHN MARTIN DAM, CO US",7/23/17,0,93,70
USC00054388,"JOHN MARTIN DAM, CO US",7/24/17,0,96,67
USC00054388,"JOHN MARTIN DAM, CO US",7/25/17,0,96,67
USC00054388,"JOHN MARTIN DAM, CO US",7/26/17,0.01,103,72
USC00054388,"JOHN MARTIN DAM, CO US",7/27/17,0.1,95,70
USC00054388,"JOHN MARTIN DAM, CO US",7/28/17,0.16,95,67
USC00054388,"JOHN MARTIN DAM, CO US",7/29/17,,92,65
USC00054388,"JOHN MARTIN DAM, CO US",7/30/17,,85,67
USC00054388,"JOHN MARTIN DAM, CO US",7/31/17,,75,65
USC00054388,"JOHN MARTIN DAM, CO US",8/1/17,0.01,84,62
USC00054388,"JOHN MARTIN DAM, CO US",8/2/17,0,89,58
USC00054388,"JOHN MARTIN DAM, CO US",8/3/17,0.01,82,59
USC00054388,"JOHN MARTIN DAM, CO US",8/4/17,0.02,73,58
USC00054388,"JOHN MARTIN DAM, CO US",8/5/17,0,90,62
USC00054388,"JOHN MARTIN DAM, CO US",8/6/17,0,92,62
USC00054388,"JOHN MARTIN DAM, CO US",8/7/17,0.12,81,57
USC00054388,"JOHN MARTIN DAM, CO US",8/8/17,0,77,58
USC00054388,"JOHN MARTIN DAM, CO US",8/9/17,0.4,72,59
USC00054388,"JOHN MARTIN DAM, CO US",8/10/17,0,86,61
USC00054388,"JOHN MARTIN DAM, CO US",8/11/17,0.98,86,58
USC00054388,"JOHN MARTIN DAM, CO US",8/12/17,0,78,62
USC00054388,"JOHN MARTIN DAM, CO US",8/13/17,0,79,65
USC00054388,"JOHN MARTIN DAM, CO US",8/14/17,0.36,84,63
USC00054388,"JOHN MARTIN DAM, CO US",8/15/17,0,90,59
USC00054388,"JOHN MARTIN DAM, CO US",8/16/17,0,89,61
USC00054388,"JOHN MARTIN DAM, CO US",8/17/17,0,85,61
USC00054388,"JOHN MARTIN DAM, CO US",8/18/17,0,92,57
USC00054388,"JOHN MARTIN DAM, CO US",8/19/17,0,96,60
USC00054388,"JOHN MARTIN DAM, CO US",8/20/17,0,98,63
USC00054388,"JOHN MARTIN DAM, CO US",8/21/17,0,95,63
USC00054388,"JOHN MARTIN DAM, CO US",8/22/17,0,91,66
USC00054388,"JOHN MARTIN DAM, CO US",8/23/17,0,82,58
USC00054388,"JOHN MARTIN DAM, CO US",8/24/17,0,89,61
USC00054388,"JOHN MARTIN DAM, CO US",8/25/17,0,82,57
USC00054388,"JOHN MARTIN DAM, CO US",8/26/17,0,93,59
USC00054388,"JOHN MARTIN DAM, CO US",8/27/17,0,95,58
USC00054388,"JOHN MARTIN DAM, CO US",8/28/17,0,94,58
USC00054388,"JOHN MARTIN DAM, CO US",8/29/17,0,,
USC00054388,"JOHN MARTIN DAM, CO US",8/30/17,0,90,52
USC00054388,"JOHN MARTIN DAM, CO US",8/31/17,0,,
USC00054388,"JOHN MARTIN DAM, CO US",9/1/17,0,90,52
USC00054388,"JOHN MARTIN DAM, CO US",9/2/17,0,93,63
USC00054388,"JOHN MARTIN DAM, CO US",9/3/17,0,96,57
USC00054388,"JOHN MARTIN DAM, CO US",9/4/17,0,101,59
USC00054388,"JOHN MARTIN DAM, CO US",9/5/17,0,91,60
USC00054388,"JOHN MARTIN DAM, CO US",9/6/17,0,71,47
USC00054388,"JOHN MARTIN DAM, CO US",9/7/17,0,84,50
USC00054388,"JOHN MARTIN DAM, CO US",9/8/17,0,87,50
USC00054388,"JOHN MARTIN DAM, CO US",9/9/17,0,100,53
USC00054388,"JOHN MARTIN DAM, CO US",9/10/17,0,100,61
USC00054388,"JOHN MARTIN DAM, CO US",9/11/17,0,94,55
USC00054388,"JOHN MARTIN DAM, CO US",9/12/17,0,95,64
USC00054388,"JOHN MARTIN DAM, CO US",9/13/17,0,94,54
USC00054388,"JOHN MARTIN DAM, CO US",9/14/17,0.03,97,59
USC00054388,"JOHN MARTIN DAM, CO US",9/15/17,0,96,63
USC00054388,"JOHN MARTIN DAM, CO US",9/16/17,0,94,59
USC00054388,"JOHN MARTIN DAM, CO US",9/17/17,0,81,52
USC00054388,"JOHN MARTIN DAM, CO US",9/18/17,0,77,52
USC00054388,"JOHN MARTIN DAM, CO US",9/19/17,0,89,48
USC00054388,"JOHN MARTIN DAM, CO US",9/20/17,0,93,49
USC00054388,"JOHN MARTIN DAM, CO US",9/21/17,0,80,42
USC00054388,"JOHN MARTIN DAM, CO US",9/22/17,0,96,52
USC00054388,"JOHN MARTIN DAM, CO US",9/23/17,0,95,65
USC00054388,"JOHN MARTIN DAM, CO US",9/24/17,0,70,53
USC00054388,"JOHN MARTIN DAM, CO US",9/25/17,1.35,63,50
USC00054388,"JOHN MARTIN DAM, CO US",9/26/17,0.03,55,44
USC00054388,"JOHN MARTIN DAM, CO US",9/27/17,0.01,66,46
USC00054388,"JOHN MARTIN DAM, CO US",9/28/17,0.15,63,50
USC00054388,"JOHN MARTIN DAM, CO US",9/29/17,0.37,64,50
USC00054388,"JOHN MARTIN DAM, CO US",9/30/17,0,72,50
USC00054388,"JOHN MARTIN DAM, CO US",10/1/17,0,87,51
USC00054388,"JOHN MARTIN DAM, CO US",10/2/17,0.04,87,51
USC00054388,"JOHN MARTIN DAM, CO US",10/3/17,0,82,47
USC00054388,"JOHN MARTIN DAM, CO US",10/4/17,0.05,68,49
USC00054388,"JOHN MARTIN DAM, CO US",10/5/17,0.05,70,54
USC00054388,"JOHN MARTIN DAM, CO US",10/6/17,0.02,77,57
USC00054388,"JOHN MARTIN DAM, CO US",10/7/17,0,81,55
USC00054388,"JOHN MARTIN DAM, CO US",10/8/17,0,78,42
USC00054388,"JOHN MARTIN DAM, CO US",10/9/17,0,78,40
USC00054388,"JOHN MARTIN DAM, CO US",10/10/17,0,42,31
USC00054388,"JOHN MARTIN DAM, CO US",10/11/17,0,62,32
USC00054388,"JOHN MARTIN DAM, CO US",10/12/17,0,78,33
USC00054388,"JOHN MARTIN DAM, CO US",10/13/17,0,90,43
USC00054388,"JOHN MARTIN DAM, CO US",10/14/17,0,70,32
USC00054388,"JOHN MARTIN DAM, CO US",10/15/17,0,83,32
USC00054388,"JOHN MARTIN DAM, CO US",10/16/17,0,79,35
USC00054388,"JOHN MARTIN DAM, CO US",10/17/17,0,81,36
USC00054388,"JOHN MARTIN DAM, CO US",10/18/17,0,80,41
USC00054388,"JOHN MARTIN DAM, CO US",10/19/17,0,83,36
USC00054388,"JOHN MARTIN DAM, CO US",10/20/17,0,83,36
USC00054388,"JOHN MARTIN DAM, CO US",10/21/17,0,81,45
USC00054388,"JOHN MARTIN DAM, CO US",10/22/17,0,60,36
USC00054388,"JOHN MARTIN DAM, CO US",10/23/17,0,67,33
USC00054388,"JOHN MARTIN DAM, CO US",10/24/17,0,63,40
USC00054388,"JOHN MARTIN DAM, CO US",10/25/17,0,65,40
USC00054388,"JOHN MARTIN DAM, CO US",10/26/17,0,84,42
USC00054388,"JOHN MARTIN DAM, CO US",10/27/17,0,67,26
USC00054388,"JOHN MARTIN DAM, CO US",10/28/17,0,50,29
USC00054388,"JOHN MARTIN DAM, CO US",10/29/17,0,63,41
USC00054388,"JOHN MARTIN DAM, CO US",10/30/17,0,76,38
USC00054388,"JOHN MARTIN DAM, CO US",10/31/17,0,45,33
USC00054388,"JOHN MARTIN DAM, CO US",11/1/17,0,58,32
USC00054388,"JOHN MARTIN DAM, CO US",11/2/17,0,77,36
USC00054388,"JOHN MARTIN DAM, CO US",11/3/17,0,77,32
USC00054388,"JOHN MARTIN DAM, CO US",11/4/17,0,62,37
USC00054388,"JOHN MARTIN DAM, CO US",11/5/17,0,74,37
USC00054388,"JOHN MARTIN DAM, CO US",11/6/17,0,47,38
USC00054388,"JOHN MARTIN DAM, CO US",11/7/17,0.01,52,36
USC00054388,"JOHN MARTIN DAM, CO US",11/8/17,0,56,29
USC00054388,"JOHN MARTIN DAM, CO US",11/9/17,0,63,23
USC00054388,"JOHN MARTIN DAM, CO US",11/10/17,0,39,24
USC00054388,"JOHN MARTIN DAM, CO US",11/11/17,0,53,27
USC00054388,"JOHN MARTIN DAM, CO US",11/12/17,0,62,32
USC00054388,"JOHN MARTIN DAM, CO US",11/13/17,0,57,37
USC00054388,"JOHN MARTIN DAM, CO US",11/14/17,0,77,33
USC00054388,"JOHN MARTIN DAM, CO US",11/15/17,0,70,33
USC00054388,"JOHN MARTIN DAM, CO US",11/16/17,0,58,23
USC00054388,"JOHN MARTIN DAM, CO US",11/17/17,0,77,28
USC00054388,"JOHN MARTIN DAM, CO US",11/18/17,0,74,38
USC00054388,"JOHN MARTIN DAM, CO US",11/19/17,0,52,19
USC00054388,"JOHN MARTIN DAM, CO US",11/20/17,0,62,30
USC00054388,"JOHN MARTIN DAM, CO US",11/21/17,0,67,30
USC00054388,"JOHN MARTIN DAM, CO US",11/22/17,0,67,25
USC00054388,"JOHN MARTIN DAM, CO US",11/23/17,0,70,33
USC00054388,"JOHN MARTIN DAM, CO US",11/24/17,0,73,42
USC00054388,"JOHN MARTIN DAM, CO US",11/25/17,0,75,31
USC00054388,"JOHN MARTIN DAM, CO US",11/26/17,0,68,32
USC00054388,"JOHN MARTIN DAM, CO US",11/27/17,0,74,40
USC00054388,"JOHN MARTIN DAM, CO US",11/28/17,0,86,41
USC00054388,"JOHN MARTIN DAM, CO US",11/29/17,0,50,20
USC00054388,"JOHN MARTIN DAM, CO US",11/30/17,0,52,23
USC00054388,"JOHN MARTIN DAM, CO US",12/1/17,0,54,25
USC00054388,"JOHN MARTIN DAM, CO US",12/2/17,0,79,28
USC00054388,"JOHN MARTIN DAM, CO US",12/3/17,0,77,29
USC00054388,"JOHN MARTIN DAM, CO US",12/4/17,0,73,32
USC00054388,"JOHN MARTIN DAM, CO US",12/5/17,0,53,9
USC00054388,"JOHN MARTIN DAM, CO US",12/6/17,0,51,9
USC00054388,"JOHN MARTIN DAM, CO US",12/7/17,0,45,13
USC00054388,"JOHN MARTIN DAM, CO US",12/8/17,0,45,19
USC00054388,"JOHN MARTIN DAM, CO US",12/9/17,0,58,31
USC00054388,"JOHN MARTIN DAM, CO US",12/10/17,0,62,30
USC00054388,"JOHN MARTIN DAM, CO US",12/11/17,0,62,27
USC00054388,"JOHN MARTIN DAM, CO US",12/12/17,0,62,23
USC00054388,"JOHN MARTIN DAM, CO US",12/13/17,0,65,23
USC00054388,"JOHN MARTIN DAM, CO US",12/14/17,0,60,32
USC00054388,"JOHN MARTIN DAM, CO US",12/15/17,0,42,18
USC00054388,"JOHN MARTIN DAM, CO US",12/16/17,0,61,22
USC00054388,"JOHN MARTIN DAM, CO US",12/17/17,0,45,22
USC00054388,"JOHN MARTIN DAM, CO US",12/18/17,0,61,14
USC00054388,"JOHN MARTIN DAM, CO US",12/19/17,0,53,18
USC00054388,"JOHN MARTIN DAM, CO US",12/20/17,0,55,15
USC00054388,"JOHN MARTIN DAM, CO US",12/21/17,0,59,22
USC00054388,"JOHN MARTIN DAM, CO US",12/22/17,0,42,6
USC00054388,"JOHN MARTIN DAM, CO US",12/23/17,0,35,9
USC00054388,"JOHN MARTIN DAM, CO US",12/24/17,0,31,2
USC00054388,"JOHN MARTIN DAM, CO US",12/25/17,0,38,9
USC00054388,"JOHN MARTIN DAM, CO US",12/26/17,0,38,7
USC00054388,"JOHN MARTIN DAM, CO US",12/27/17,0,29,7
USC00054388,"JOHN MARTIN DAM, CO US",12/28/17,0,37,10
USC00054388,"JOHN MARTIN DAM, CO US",12/29/17,0,55,16
USC00054388,"JOHN MARTIN DAM, CO US",12/30/17,0,20,9
USC00054388,"JOHN MARTIN DAM, CO US",12/31/17,0,25,0
USC00054388,"JOHN MARTIN DAM, CO US",1/1/18,0,33,4
USC00054388,"JOHN MARTIN DAM, CO US",1/2/18,0,30,-5
USC00054388,"JOHN MARTIN DAM, CO US",1/3/18,0,40,6
USC00054388,"JOHN MARTIN DAM, CO US",1/4/18,0,52,17
USC00054388,"JOHN MARTIN DAM, CO US",1/5/18,0,57,11
USC00054388,"JOHN MARTIN DAM, CO US",1/6/18,0,48,20
USC00054388,"JOHN MARTIN DAM, CO US",1/7/18,0,56,19
USC00054388,"JOHN MARTIN DAM, CO US",1/8/18,0,57,12
USC00054388,"JOHN MARTIN DAM, CO US",1/9/18,0,54,21
USC00054388,"JOHN MARTIN DAM, CO US",1/10/18,0,69,31
USC00054388,"JOHN MARTIN DAM, CO US",1/11/18,0,69,24
USC00054388,"JOHN MARTIN DAM, CO US",1/12/18,0,45,8
USC00054388,"JOHN MARTIN DAM, CO US",1/13/18,0,42,12
USC00054388,"JOHN MARTIN DAM, CO US",1/14/18,0,39,14
USC00054388,"JOHN MARTIN DAM, CO US",1/15/18,0,53,23
USC00054388,"JOHN MARTIN DAM, CO US",1/16/18,0,30,0
USC00054388,"JOHN MARTIN DAM, CO US",1/17/18,0,34,-5
USC00054388,"JOHN MARTIN DAM, CO US",1/18/18,0,51,4
USC00054388,"JOHN MARTIN DAM, CO US",1/19/18,0,56,19
USC00054388,"JOHN MARTIN DAM, CO US",1/20/18,0,76,10
USC00054388,"JOHN MARTIN DAM, CO US",1/21/18,0,38,29
USC00054388,"JOHN MARTIN DAM, CO US",1/22/18,0.13,32,23
USC00054388,"JOHN MARTIN DAM, CO US",1/23/18,0,46,10
USC00054388,"JOHN MARTIN DAM, CO US",1/24/18,0,45,12
USC00054388,"JOHN MARTIN DAM, CO US",1/25/18,0,55,16
USC00054388,"JOHN MARTIN DAM, CO US",1/26/18,0,70,24
USC00054388,"JOHN MARTIN DAM, CO US",1/27/18,0,55,18
USC00054388,"JOHN MARTIN DAM, CO US",1/28/18,0,55,24
USC00054388,"JOHN MARTIN DAM, CO US",1/29/18,0,59,22
USC00054388,"JOHN MARTIN DAM, CO US",1/30/18,0,58,22
USC00054388,"JOHN MARTIN DAM, CO US",1/31/18,0,72,27
USC00054388,"JOHN MARTIN DAM, CO US",2/1/18,0,54,27
USC00054388,"JOHN MARTIN DAM, CO US",2/2/18,0,44,20
USC00054388,"JOHN MARTIN DAM, CO US",2/3/18,0,56,20
USC00054388,"JOHN MARTIN DAM, CO US",2/4/18,0,65,24
USC00054388,"JOHN MARTIN DAM, CO US",2/5/18,0,36,15
USC00054388,"JOHN MARTIN DAM, CO US",2/6/18,0,65,17
USC00054388,"JOHN MARTIN DAM, CO US",2/7/18,0,33,10
USC00054388,"JOHN MARTIN DAM, CO US",2/8/18,0,53,16
USC00054388,"JOHN MARTIN DAM, CO US",2/9/18,0,64,24
USC00054388,"JOHN MARTIN DAM, CO US",2/10/18,0,25,15
USC00054388,"JOHN MARTIN DAM, CO US",2/11/18,0,23,15
USC00054388,"JOHN MARTIN DAM, CO US",2/12/18,0,45,21
USC00054388,"JOHN MARTIN DAM, CO US",2/13/18,0,52,20
USC00054388,"JOHN MARTIN DAM, CO US",2/14/18,0,65,22
USC00054388,"JOHN MARTIN DAM, CO US",2/15/18,0,68,34
USC00054388,"JOHN MARTIN DAM, CO US",2/16/18,0,65,18
USC00054388,"JOHN MARTIN DAM, CO US",2/17/18,0,47,21
USC00054388,"JOHN MARTIN DAM, CO US",2/18/18,0,57,31
USC00054388,"JOHN MARTIN DAM, CO US",2/19/18,0,73,20
USC00054388,"JOHN MARTIN DAM, CO US",2/20/18,0.03,35,8
USC00054388,"JOHN MARTIN DAM, CO US",2/21/18,0,26,2
USC00054388,"JOHN MARTIN DAM, CO US",2/22/18,0,29,9
USC00054388,"JOHN MARTIN DAM, CO US",2/23/18,0,51,9
USC00054388,"JOHN MARTIN DAM, CO US",2/24/18,0,34,22
USC00054388,"JOHN MARTIN DAM, CO US",2/25/18,0,48,12
USC00054388,"JOHN MARTIN DAM, CO US",2/26/18,0,50,17
USC00054388,"JOHN MARTIN DAM, CO US",2/27/18,0,67,20
USC00054388,"JOHN MARTIN DAM, CO US",2/28/18,0,71,16
USC00054388,"JOHN MARTIN DAM, CO US",3/1/18,0,58,14
USC00054388,"JOHN MARTIN DAM, CO US",3/2/18,0,72,22
USC00054388,"JOHN MARTIN DAM, CO US",3/3/18,0,75,32
USC00054388,"JOHN MARTIN DAM, CO US",3/4/18,0,78,29
USC00054388,"JOHN MARTIN DAM, CO US",3/5/18,0,77,30
USC00054388,"JOHN MARTIN DAM, CO US",3/6/18,0,54,20
USC00054388,"JOHN MARTIN DAM, CO US",3/7/18,0,52,15
USC00054388,"JOHN MARTIN DAM, CO US",3/8/18,0,56,20
USC00054388,"JOHN MARTIN DAM, CO US",3/9/18,0,67,28
USC00054388,"JOHN MARTIN DAM, CO US",3/10/18,0,70,36
USC00054388,"JOHN MARTIN DAM, CO US",3/11/18,0,65,18
USC00054388,"JOHN MARTIN DAM, CO US",3/12/18,0,55,18
USC00054388,"JOHN MARTIN DAM, CO US",3/13/18,0,67,19
USC00054388,"JOHN MARTIN DAM, CO US",3/14/18,0,58,28
USC00054388,"JOHN MARTIN DAM, CO US",3/15/18,0,72,29
USC00054388,"JOHN MARTIN DAM, CO US",3/16/18,0.2,80,32
USC00054388,"JOHN MARTIN DAM, CO US",3/17/18,0,66,27
USC00054388,"JOHN MARTIN DAM, CO US",3/18/18,0,67,30
USC00054388,"JOHN MARTIN DAM, CO US",3/19/18,0.1,71,34
USC00054388,"JOHN MARTIN DAM, CO US",3/20/18,0,46,23
USC00054388,"JOHN MARTIN DAM, CO US",3/21/18,0,60,23
USC00054388,"JOHN MARTIN DAM, CO US",3/22/18,0,65,29
USC00054388,"JOHN MARTIN DAM, CO US",3/23/18,0,51,9
USC00054388,"JOHN MARTIN DAM, CO US",3/24/18,0,78,39
USC00054388,"JOHN MARTIN DAM, CO US",3/25/18,0,70,37
USC00054388,"JOHN MARTIN DAM, CO US",3/26/18,0,67,38
USC00054388,"JOHN MARTIN DAM, CO US",3/27/18,0.21,59,38
USC00054388,"JOHN MARTIN DAM, CO US",3/28/18,0,55,24
USC00054388,"JOHN MARTIN DAM, CO US",3/29/18,0.06,63,32
USC00054388,"JOHN MARTIN DAM, CO US",3/30/18,0,61,25
USC00054388,"JOHN MARTIN DAM, CO US",3/31/18,0,72,33
USC00054388,"JOHN MARTIN DAM, CO US",4/1/18,0,61,27
USC00054388,"JOHN MARTIN DAM, CO US",4/2/18,0,45,24
USC00054388,"JOHN MARTIN DAM, CO US",4/3/18,0,85,30
USC00054388,"JOHN MARTIN DAM, CO US",4/4/18,0,54,30
USC00054388,"JOHN MARTIN DAM, CO US",4/5/18,0,73,30
USC00054388,"JOHN MARTIN DAM, CO US",4/6/18,0,76,34
USC00054388,"JOHN MARTIN DAM, CO US",4/7/18,0,43,20
USC00054388,"JOHN MARTIN DAM, CO US",4/8/18,0,55,23
USC00054388,"JOHN MARTIN DAM, CO US",4/9/18,0.18,69,42
USC00054388,"JOHN MARTIN DAM, CO US",4/10/18,0.05,58,37
USC00054388,"JOHN MARTIN DAM, CO US",4/11/18,0,76,43
USC00054388,"JOHN MARTIN DAM, CO US",4/12/18,0,88,43
USC00054388,"JOHN MARTIN DAM, CO US",4/13/18,0.36,89,35
USC00054388,"JOHN MARTIN DAM, CO US",4/14/18,0,46,27
