STATION,NAME,DATE,PRCP,TMAX,TMIN
USC00054388,"JOHN MARTIN DAM, CO US",1/18/13,0,56,16
USC00054388,"JOHN MARTIN DAM, CO US",1/19/13,0,62,16
USC00054388,"JOHN MARTIN DAM, CO US",1/20/13,0,61,17
USC00054388,"JOHN MARTIN DAM, CO US",1/21/13,0,52,15
USC00054388,"JOHN MARTIN DAM, CO US",1/22/13,0,52,17
USC00054388,"JOHN MARTIN DAM, CO US",1/23/13,0,61,17
USC00054388,"JOHN MARTIN DAM, CO US",1/24/13,0,70,17
USC00054388,"JOHN MARTIN DAM, CO US",1/25/13,0,55,17
USC00054388,"JOHN MARTIN DAM, CO US",1/26/13,0,57,22
USC00054388,"JOHN MARTIN DAM, CO US",1/27/13,0,52,23
USC00054388,"JOHN MARTIN DAM, CO US",1/28/13,0,60,20
USC00054388,"JOHN MARTIN DAM, CO US",1/29/13,0,71,22
USC00054388,"JOHN MARTIN DAM, CO US",1/30/13,0,58,11
USC00054388,"JOHN MARTIN DAM, CO US",1/31/13,0,43,15
USC00054388,"JOHN MARTIN DAM, CO US",2/1/13,0,47,12
USC00054388,"JOHN MARTIN DAM, CO US",2/2/13,0,57,17
USC00054388,"JOHN MARTIN DAM, CO US",2/3/13,0,58,18
USC00054388,"JOHN MARTIN DAM, CO US",2/4/13,0,48,22
USC00054388,"JOHN MARTIN DAM, CO US",2/5/13,0,59,22
USC00054388,"JOHN MARTIN DAM, CO US",2/6/13,0,59,22
USC00054388,"JOHN MARTIN DAM, CO US",2/7/13,0,65,25
USC00054388,"JOHN MARTIN DAM, CO US",2/8/13,0,56,22
USC00054388,"JOHN MARTIN DAM, CO US",2/9/13,0,57,28
USC00054388,"JOHN MARTIN DAM, CO US",2/10/13,0,63,29
USC00054388,"JOHN MARTIN DAM, CO US",2/11/13,0,44,15
USC00054388,"JOHN MARTIN DAM, CO US",2/12/13,0,42,14
USC00054388,"JOHN MARTIN DAM, CO US",2/13/13,0,47,14
USC00054388,"JOHN MARTIN DAM, CO US",2/14/13,0,56,19
USC00054388,"JOHN MARTIN DAM, CO US",2/15/13,0,50,11
USC00054388,"JOHN MARTIN DAM, CO US",2/16/13,0,44,15
USC00054388,"JOHN MARTIN DAM, CO US",2/17/13,0,60,19
USC00054388,"JOHN MARTIN DAM, CO US",2/18/13,0,68,26
USC00054388,"JOHN MARTIN DAM, CO US",2/19/13,0,49,10
USC00054388,"JOHN MARTIN DAM, CO US",2/20/13,0,55,15
USC00054388,"JOHN MARTIN DAM, CO US",2/21/13,0.03,49,20
USC00054388,"JOHN MARTIN DAM, CO US",2/22/13,0,34,12
USC00054388,"JOHN MARTIN DAM, CO US",2/23/13,0,39,10
USC00054388,"JOHN MARTIN DAM, CO US",2/24/13,0,51,23
USC00054388,"JOHN MARTIN DAM, CO US",2/25/13,0,33,25
USC00054388,"JOHN MARTIN DAM, CO US",2/26/13,0,42,6
USC00054388,"JOHN MARTIN DAM, CO US",2/27/13,0.01,45,12
USC00054388,"JOHN MARTIN DAM, CO US",2/28/13,0,45,16
USC00054388,"JOHN MARTIN DAM, CO US",3/1/13,0,53,16
USC00054388,"JOHN MARTIN DAM, CO US",3/2/13,0,53,29
USC00054388,"JOHN MARTIN DAM, CO US",3/3/13,0,69,33
USC00054388,"JOHN MARTIN DAM, CO US",3/4/13,0,71,34
USC00054388,"JOHN MARTIN DAM, CO US",3/5/13,0.03,63,9
USC00054388,"JOHN MARTIN DAM, CO US",3/6/13,0,54,15
USC00054388,"JOHN MARTIN DAM, CO US",3/7/13,0,65,22
USC00054388,"JOHN MARTIN DAM, CO US",3/8/13,0,76,29
USC00054388,"JOHN MARTIN DAM, CO US",3/9/13,0,66,30
USC00054388,"JOHN MARTIN DAM, CO US",3/10/13,0.03,48,24
USC00054388,"JOHN MARTIN DAM, CO US",3/11/13,0,37,24
USC00054388,"JOHN MARTIN DAM, CO US",3/12/13,0,60,25
USC00054388,"JOHN MARTIN DAM, CO US",3/13/13,0,50,28
USC00054388,"JOHN MARTIN DAM, CO US",3/14/13,0,68,29
USC00054388,"JOHN MARTIN DAM, CO US",3/15/13,0,75,35
USC00054388,"JOHN MARTIN DAM, CO US",3/16/13,0,84,40
USC00054388,"JOHN MARTIN DAM, CO US",3/17/13,0,58,29
USC00054388,"JOHN MARTIN DAM, CO US",3/18/13,0,69,25
USC00054388,"JOHN MARTIN DAM, CO US",3/19/13,0,56,23
USC00054388,"JOHN MARTIN DAM, CO US",3/20/13,0,55,18
USC00054388,"JOHN MARTIN DAM, CO US",3/21/13,0,65,20
USC00054388,"JOHN MARTIN DAM, CO US",3/22/13,0,61,27
USC00054388,"JOHN MARTIN DAM, CO US",3/23/13,0,57,32
USC00054388,"JOHN MARTIN DAM, CO US",3/24/13,0.04,33,17
USC00054388,"JOHN MARTIN DAM, CO US",3/25/13,0,37,17
USC00054388,"JOHN MARTIN DAM, CO US",3/26/13,0,42,14
USC00054388,"JOHN MARTIN DAM, CO US",3/27/13,0,59,14
USC00054388,"JOHN MARTIN DAM, CO US",3/28/13,0,64,28
USC00054388,"JOHN MARTIN DAM, CO US",3/29/13,0,71,31
USC00054388,"JOHN MARTIN DAM, CO US",3/30/13,0,74,35
USC00054388,"JOHN MARTIN DAM, CO US",3/31/13,0,74,38
USC00054388,"JOHN MARTIN DAM, CO US",4/1/13,0,75,33
USC00054388,"JOHN MARTIN DAM, CO US",4/2/13,0,41,29
USC00054388,"JOHN MARTIN DAM, CO US",4/3/13,0,45,29
USC00054388,"JOHN MARTIN DAM, CO US",4/4/13,0,51,22
USC00054388,"JOHN MARTIN DAM, CO US",4/5/13,0,73,30
USC00054388,"JOHN MARTIN DAM, CO US",4/6/13,0,82,43
USC00054388,"JOHN MARTIN DAM, CO US",4/7/13,0,74,40
USC00054388,"JOHN MARTIN DAM, CO US",4/8/13,0,77,40
USC00054388,"JOHN MARTIN DAM, CO US",4/9/13,0,83,22
USC00054388,"JOHN MARTIN DAM, CO US",4/10/13,0,48,14
USC00054388,"JOHN MARTIN DAM, CO US",4/11/13,0,38,15
USC00054388,"JOHN MARTIN DAM, CO US",4/12/13,0,63,19
USC00054388,"JOHN MARTIN DAM, CO US",4/13/13,0,71,38
USC00054388,"JOHN MARTIN DAM, CO US",4/14/13,0,83,44
USC00054388,"JOHN MARTIN DAM, CO US",4/15/13,0,64,32
USC00054388,"JOHN MARTIN DAM, CO US",4/16/13,0,67,17
USC00054388,"JOHN MARTIN DAM, CO US",4/17/13,0,51,32
USC00054388,"JOHN MARTIN DAM, CO US",4/18/13,0.05,39,23
USC00054388,"JOHN MARTIN DAM, CO US",4/19/13,0.05,41,24
USC00054388,"JOHN MARTIN DAM, CO US",4/20/13,0,61,24
USC00054388,"JOHN MARTIN DAM, CO US",4/21/13,0,64,31
USC00054388,"JOHN MARTIN DAM, CO US",4/22/13,0,71,40
USC00054388,"JOHN MARTIN DAM, CO US",4/23/13,0.03,74,24
USC00054388,"JOHN MARTIN DAM, CO US",4/24/13,0.1,34,22
USC00054388,"JOHN MARTIN DAM, CO US",4/25/13,0,64,28
USC00054388,"JOHN MARTIN DAM, CO US",4/26/13,0,71,27
USC00054388,"JOHN MARTIN DAM, CO US",4/27/13,0,73,36
USC00054388,"JOHN MARTIN DAM, CO US",4/28/13,0,79,35
USC00054388,"JOHN MARTIN DAM, CO US",4/29/13,0,85,40
USC00054388,"JOHN MARTIN DAM, CO US",4/30/13,0,90,49
USC00054388,"JOHN MARTIN DAM, CO US",5/1/13,0,81,39
USC00054388,"JOHN MARTIN DAM, CO US",5/2/13,0.05,40,29
USC00054388,"JOHN MARTIN DAM, CO US",5/3/13,0,52,28
USC00054388,"JOHN MARTIN DAM, CO US",5/4/13,0,67,28
USC00054388,"JOHN MARTIN DAM, CO US",5/5/13,0,65,29
USC00054388,"JOHN MARTIN DAM, CO US",5/6/13,0,59,34
USC00054388,"JOHN MARTIN DAM, CO US",5/7/13,0,75,47
USC00054388,"JOHN MARTIN DAM, CO US",5/8/13,0,83,45
USC00054388,"JOHN MARTIN DAM, CO US",5/9/13,0.1,72,45
USC00054388,"JOHN MARTIN DAM, CO US",5/10/13,0,64,38
USC00054388,"JOHN MARTIN DAM, CO US",5/11/13,0,74,49
USC00054388,"JOHN MARTIN DAM, CO US",5/12/13,0,74,48
USC00054388,"JOHN MARTIN DAM, CO US",5/13/13,0,87,52
USC00054388,"JOHN MARTIN DAM, CO US",5/14/13,0,94,55
USC00054388,"JOHN MARTIN DAM, CO US",5/15/13,0,96,59
USC00054388,"JOHN MARTIN DAM, CO US",5/16/13,0,93,57
USC00054388,"JOHN MARTIN DAM, CO US",5/17/13,0,92,58
USC00054388,"JOHN MARTIN DAM, CO US",5/18/13,0,96,55
USC00054388,"JOHN MARTIN DAM, CO US",5/19/13,0,81,44
USC00054388,"JOHN MARTIN DAM, CO US",5/20/13,0,81,44
USC00054388,"JOHN MARTIN DAM, CO US",5/21/13,0.02,76,44
USC00054388,"JOHN MARTIN DAM, CO US",5/22/13,0,77,43
USC00054388,"JOHN MARTIN DAM, CO US",5/23/13,0,85,39
USC00054388,"JOHN MARTIN DAM, CO US",5/24/13,0,70,39
USC00054388,"JOHN MARTIN DAM, CO US",5/25/13,0,97,62
USC00054388,"JOHN MARTIN DAM, CO US",5/26/13,0,99,60
USC00054388,"JOHN MARTIN DAM, CO US",5/27/13,0,99,64
USC00054388,"JOHN MARTIN DAM, CO US",5/28/13,0,94,58
USC00054388,"JOHN MARTIN DAM, CO US",5/29/13,0,95,66
USC00054388,"JOHN MARTIN DAM, CO US",5/30/13,0,86,52
USC00054388,"JOHN MARTIN DAM, CO US",5/31/13,0,85,44
USC00054388,"JOHN MARTIN DAM, CO US",6/1/13,0,85,48
USC00054388,"JOHN MARTIN DAM, CO US",6/2/13,0,73,44
USC00054388,"JOHN MARTIN DAM, CO US",6/3/13,0,93,55
USC00054388,"JOHN MARTIN DAM, CO US",6/4/13,0,101,62
USC00054388,"JOHN MARTIN DAM, CO US",6/5/13,0,85,56
USC00054388,"JOHN MARTIN DAM, CO US",6/6/13,0,59,45
USC00054388,"JOHN MARTIN DAM, CO US",6/7/13,0,84,52
USC00054388,"JOHN MARTIN DAM, CO US",6/8/13,0,92,52
USC00054388,"JOHN MARTIN DAM, CO US",6/9/13,0,85,54
USC00054388,"JOHN MARTIN DAM, CO US",6/10/13,0,96,55
USC00054388,"JOHN MARTIN DAM, CO US",6/11/13,0,109,71
USC00054388,"JOHN MARTIN DAM, CO US",6/12/13,0,111,62
USC00054388,"JOHN MARTIN DAM, CO US",6/13/13,0,100,65
USC00054388,"JOHN MARTIN DAM, CO US",6/14/13,0,104,66
USC00054388,"JOHN MARTIN DAM, CO US",6/15/13,0,101,59
USC00054388,"JOHN MARTIN DAM, CO US",6/16/13,0,96,59
USC00054388,"JOHN MARTIN DAM, CO US",6/17/13,0.94,97,57
USC00054388,"JOHN MARTIN DAM, CO US",6/18/13,1.7,88,56
USC00054388,"JOHN MARTIN DAM, CO US",6/19/13,0.38,89,61
USC00054388,"JOHN MARTIN DAM, CO US",6/20/13,0,90,65
USC00054388,"JOHN MARTIN DAM, CO US",6/21/13,0,104,75
USC00054388,"JOHN MARTIN DAM, CO US",6/22/13,0,103,68
USC00054388,"JOHN MARTIN DAM, CO US",6/23/13,0,92,67
USC00054388,"JOHN MARTIN DAM, CO US",6/24/13,0,92,67
USC00054388,"JOHN MARTIN DAM, CO US",6/25/13,0,96,61
USC00054388,"JOHN MARTIN DAM, CO US",6/26/13,0,102,63
USC00054388,"JOHN MARTIN DAM, CO US",6/27/13,0,106,68
USC00054388,"JOHN MARTIN DAM, CO US",6/28/13,0,108,67
USC00054388,"JOHN MARTIN DAM, CO US",6/29/13,0,102,70
USC00054388,"JOHN MARTIN DAM, CO US",6/30/13,0,93,61
USC00054388,"JOHN MARTIN DAM, CO US",7/1/13,0.23,79,56
USC00054388,"JOHN MARTIN DAM, CO US",7/2/13,0.2,78,53
USC00054388,"JOHN MARTIN DAM, CO US",7/3/13,0,84,59
USC00054388,"JOHN MARTIN DAM, CO US",7/4/13,0,87,61
USC00054388,"JOHN MARTIN DAM, CO US",7/5/13,0,94,65
USC00054388,"JOHN MARTIN DAM, CO US",7/6/13,0,101,67
USC00054388,"JOHN MARTIN DAM, CO US",7/7/13,0.1,101,66
USC00054388,"JOHN MARTIN DAM, CO US",7/8/13,0,99,68
USC00054388,"JOHN MARTIN DAM, CO US",7/9/13,0,102,59
USC00054388,"JOHN MARTIN DAM, CO US",7/10/13,0,103,71
USC00054388,"JOHN MARTIN DAM, CO US",7/11/13,0.6,100,63
USC00054388,"JOHN MARTIN DAM, CO US",7/12/13,0,93,67
USC00054388,"JOHN MARTIN DAM, CO US",7/13/13,0,102,64
USC00054388,"JOHN MARTIN DAM, CO US",7/14/13,0,103,65
USC00054388,"JOHN MARTIN DAM, CO US",7/15/13,0.04,91,59
USC00054388,"JOHN MARTIN DAM, CO US",7/16/13,0,83,59
USC00054388,"JOHN MARTIN DAM, CO US",7/17/13,0,82,62
USC00054388,"JOHN MARTIN DAM, CO US",7/18/13,0,85,65
USC00054388,"JOHN MARTIN DAM, CO US",7/19/13,0,97,66
USC00054388,"JOHN MARTIN DAM, CO US",7/20/13,0,98,62
USC00054388,"JOHN MARTIN DAM, CO US",7/21/13,0,94,63
USC00054388,"JOHN MARTIN DAM, CO US",7/22/13,0.19,96,65
USC00054388,"JOHN MARTIN DAM, CO US",7/23/13,0,104,62
USC00054388,"JOHN MARTIN DAM, CO US",7/24/13,0,99,66
USC00054388,"JOHN MARTIN DAM, CO US",7/25/13,0.22,93,65
USC00054388,"JOHN MARTIN DAM, CO US",7/26/13,0,91,61
USC00054388,"JOHN MARTIN DAM, CO US",7/27/13,0,89,58
USC00054388,"JOHN MARTIN DAM, CO US",7/28/13,0,101,58
USC00054388,"JOHN MARTIN DAM, CO US",7/29/13,0,79,58
USC00054388,"JOHN MARTIN DAM, CO US",7/30/13,0,88,65
USC00054388,"JOHN MARTIN DAM, CO US",7/31/13,0,96,67
USC00054388,"JOHN MARTIN DAM, CO US",8/1/13,0.1,98,64
USC00054388,"JOHN MARTIN DAM, CO US",8/2/13,0,101,64
USC00054388,"JOHN MARTIN DAM, CO US",8/3/13,0,95,64
USC00054388,"JOHN MARTIN DAM, CO US",8/4/13,0.26,80,63
USC00054388,"JOHN MARTIN DAM, CO US",8/5/13,0,79,66
USC00054388,"JOHN MARTIN DAM, CO US",8/6/13,0,97,66
USC00054388,"JOHN MARTIN DAM, CO US",8/7/13,0,98,66
USC00054388,"JOHN MARTIN DAM, CO US",8/8/13,0.56,80,60
USC00054388,"JOHN MARTIN DAM, CO US",8/9/13,0,75,60
USC00054388,"JOHN MARTIN DAM, CO US",8/10/13,0,,
USC00054388,"JOHN MARTIN DAM, CO US",8/11/13,0,,
USC00054388,"JOHN MARTIN DAM, CO US",8/12/13,0,,
USC00054388,"JOHN MARTIN DAM, CO US",8/13/13,0,89,52
USC00054388,"JOHN MARTIN DAM, CO US",8/14/13,0,81,58
USC00054388,"JOHN MARTIN DAM, CO US",8/15/13,0,90,56
USC00054388,"JOHN MARTIN DAM, CO US",8/16/13,0,89,59
USC00054388,"JOHN MARTIN DAM, CO US",8/17/13,0,98,62
USC00054388,"JOHN MARTIN DAM, CO US",8/18/13,0,93,62
USC00054388,"JOHN MARTIN DAM, CO US",8/19/13,0,95,62
USC00054388,"JOHN MARTIN DAM, CO US",8/20/13,0,96,61
USC00054388,"JOHN MARTIN DAM, CO US",8/21/13,0,99,66
USC00054388,"JOHN MARTIN DAM, CO US",8/22/13,0,102,69
USC00054388,"JOHN MARTIN DAM, CO US",8/23/13,0,94,66
USC00054388,"JOHN MARTIN DAM, CO US",8/24/13,0,98,68
USC00054388,"JOHN MARTIN DAM, CO US",8/25/13,0,100,71
USC00054388,"JOHN MARTIN DAM, CO US",8/26/13,0,99,71
USC00054388,"JOHN MARTIN DAM, CO US",8/27/13,0,101,65
USC00054388,"JOHN MARTIN DAM, CO US",8/28/13,0,101,61
USC00054388,"JOHN MARTIN DAM, CO US",8/29/13,0,104,64
USC00054388,"JOHN MARTIN DAM, CO US",8/30/13,0,104,61
USC00054388,"JOHN MARTIN DAM, CO US",8/31/13,0,101,61
USC00054388,"JOHN MARTIN DAM, CO US",9/1/13,0.05,103,61
USC00054388,"JOHN MARTIN DAM, CO US",9/2/13,0,98,64
USC00054388,"JOHN MARTIN DAM, CO US",9/3/13,0,94,60
USC00054388,"JOHN MARTIN DAM, CO US",9/4/13,0,104,67
USC00054388,"JOHN MARTIN DAM, CO US",9/5/13,0,104,59
USC00054388,"JOHN MARTIN DAM, CO US",9/6/13,0,102,62
USC00054388,"JOHN MARTIN DAM, CO US",9/7/13,0,104,60
USC00054388,"JOHN MARTIN DAM, CO US",9/8/13,0,102,67
USC00054388,"JOHN MARTIN DAM, CO US",9/9/13,0,99,72
USC00054388,"JOHN MARTIN DAM, CO US",9/10/13,0,100,61
USC00054388,"JOHN MARTIN DAM, CO US",9/11/13,0.04,89,65
USC00054388,"JOHN MARTIN DAM, CO US",9/12/13,0.28,74,64
USC00054388,"JOHN MARTIN DAM, CO US",9/13/13,0.25,76,63
USC00054388,"JOHN MARTIN DAM, CO US",9/14/13,0,72,61
USC00054388,"JOHN MARTIN DAM, CO US",9/15/13,0,72,61
USC00054388,"JOHN MARTIN DAM, CO US",9/16/13,0.92,69,56
USC00054388,"JOHN MARTIN DAM, CO US",9/17/13,0.01,71,56
USC00054388,"JOHN MARTIN DAM, CO US",9/18/13,0,90,60
USC00054388,"JOHN MARTIN DAM, CO US",9/19/13,0,94,61
USC00054388,"JOHN MARTIN DAM, CO US",9/20/13,0.18,80,55
USC00054388,"JOHN MARTIN DAM, CO US",9/21/13,0.02,75,55
USC00054388,"JOHN MARTIN DAM, CO US",9/22/13,0,88,60
USC00054388,"JOHN MARTIN DAM, CO US",9/23/13,0,92,53
USC00054388,"JOHN MARTIN DAM, CO US",9/24/13,0.02,76,45
USC00054388,"JOHN MARTIN DAM, CO US",9/25/13,0,81,45
USC00054388,"JOHN MARTIN DAM, CO US",9/26/13,0,92,47
USC00054388,"JOHN MARTIN DAM, CO US",9/27/13,0,91,52
USC00054388,"JOHN MARTIN DAM, CO US",9/28/13,0,91,43
USC00054388,"JOHN MARTIN DAM, CO US",9/29/13,0,75,43
USC00054388,"JOHN MARTIN DAM, CO US",9/30/13,0,88,48
USC00054388,"JOHN MARTIN DAM, CO US",10/1/13,0,91,52
USC00054388,"JOHN MARTIN DAM, CO US",10/2/13,0,81,47
USC00054388,"JOHN MARTIN DAM, CO US",10/3/13,0,87,46
USC00054388,"JOHN MARTIN DAM, CO US",10/4/13,0,81,46
USC00054388,"JOHN MARTIN DAM, CO US",10/5/13,0,59,34
USC00054388,"JOHN MARTIN DAM, CO US",10/6/13,0,63,32
USC00054388,"JOHN MARTIN DAM, CO US",10/7/13,0,74,36
USC00054388,"JOHN MARTIN DAM, CO US",10/8/13,0,86,39
USC00054388,"JOHN MARTIN DAM, CO US",10/9/13,0,90,44
USC00054388,"JOHN MARTIN DAM, CO US",10/10/13,0,90,45
USC00054388,"JOHN MARTIN DAM, CO US",10/11/13,0.09,85,46
USC00054388,"JOHN MARTIN DAM, CO US",10/12/13,0,71,36
USC00054388,"JOHN MARTIN DAM, CO US",10/13/13,0,62,36
USC00054388,"JOHN MARTIN DAM, CO US",10/14/13,0,71,37
USC00054388,"JOHN MARTIN DAM, CO US",10/15/13,0.33,69,36
USC00054388,"JOHN MARTIN DAM, CO US",10/16/13,0,57,37
USC00054388,"JOHN MARTIN DAM, CO US",10/17/13,0,56,30
USC00054388,"JOHN MARTIN DAM, CO US",10/18/13,0,63,32
USC00054388,"JOHN MARTIN DAM, CO US",10/19/13,0.14,46,29
USC00054388,"JOHN MARTIN DAM, CO US",10/20/13,0,65,29
USC00054388,"JOHN MARTIN DAM, CO US",10/21/13,0,58,36
USC00054388,"JOHN MARTIN DAM, CO US",10/22/13,0,62,34
USC00054388,"JOHN MARTIN DAM, CO US",10/23/13,0,71,32
USC00054388,"JOHN MARTIN DAM, CO US",10/24/13,0,75,32
USC00054388,"JOHN MARTIN DAM, CO US",10/25/13,0,59,34
USC00054388,"JOHN MARTIN DAM, CO US",10/26/13,0,60,33
USC00054388,"JOHN MARTIN DAM, CO US",10/27/13,0,66,31
USC00054388,"JOHN MARTIN DAM, CO US",10/28/13,0,77,31
USC00054388,"JOHN MARTIN DAM, CO US",10/29/13,0,57,37
USC00054388,"JOHN MARTIN DAM, CO US",10/30/13,0,57,37
USC00054388,"JOHN MARTIN DAM, CO US",10/31/13,0.05,67,37
USC00054388,"JOHN MARTIN DAM, CO US",11/1/13,0,63,28
USC00054388,"JOHN MARTIN DAM, CO US",11/2/13,0,57,23
USC00054388,"JOHN MARTIN DAM, CO US",11/3/13,0,70,23
USC00054388,"JOHN MARTIN DAM, CO US",11/4/13,0,78,34
USC00054388,"JOHN MARTIN DAM, CO US",11/5/13,0,54,34
USC00054388,"JOHN MARTIN DAM, CO US",11/6/13,0,46,13
USC00054388,"JOHN MARTIN DAM, CO US",11/7/13,0,58,13
USC00054388,"JOHN MARTIN DAM, CO US",11/8/13,0,64,22
USC00054388,"JOHN MARTIN DAM, CO US",11/9/13,0,74,31
USC00054388,"JOHN MARTIN DAM, CO US",11/10/13,0,62,33
USC00054388,"JOHN MARTIN DAM, CO US",11/11/13,0,61,31
USC00054388,"JOHN MARTIN DAM, CO US",11/12/13,0,63,29
USC00054388,"JOHN MARTIN DAM, CO US",11/13/13,0,64,21
USC00054388,"JOHN MARTIN DAM, CO US",11/14/13,0,73,23
USC00054388,"JOHN MARTIN DAM, CO US",11/15/13,0,59,27
USC00054388,"JOHN MARTIN DAM, CO US",11/16/13,0,70,30
USC00054388,"JOHN MARTIN DAM, CO US",11/17/13,0,68,34
USC00054388,"JOHN MARTIN DAM, CO US",11/18/13,0,59,25
USC00054388,"JOHN MARTIN DAM, CO US",11/19/13,0,65,21
USC00054388,"JOHN MARTIN DAM, CO US",11/20/13,0,67,21
USC00054388,"JOHN MARTIN DAM, CO US",11/21/13,0,63,26
USC00054388,"JOHN MARTIN DAM, CO US",11/22/13,0.22,27,16
USC00054388,"JOHN MARTIN DAM, CO US",11/23/13,0,28,19
USC00054388,"JOHN MARTIN DAM, CO US",11/24/13,0,32,21
USC00054388,"JOHN MARTIN DAM, CO US",11/25/13,0,36,21
USC00054388,"JOHN MARTIN DAM, CO US",11/26/13,0,42,28
USC00054388,"JOHN MARTIN DAM, CO US",11/27/13,0,51,20
USC00054388,"JOHN MARTIN DAM, CO US",11/28/13,0,55,25
USC00054388,"JOHN MARTIN DAM, CO US",11/29/13,0,46,21
USC00054388,"JOHN MARTIN DAM, CO US",11/30/13,0,61,22
USC00054388,"JOHN MARTIN DAM, CO US",12/1/13,0,60,22
USC00054388,"JOHN MARTIN DAM, CO US",12/2/13,0,62,27
USC00054388,"JOHN MARTIN DAM, CO US",12/3/13,0,67,28
USC00054388,"JOHN MARTIN DAM, CO US",12/4/13,0,66,19
USC00054388,"JOHN MARTIN DAM, CO US",12/5/13,0,19,4
USC00054388,"JOHN MARTIN DAM, CO US",12/6/13,0,12,6
USC00054388,"JOHN MARTIN DAM, CO US",12/7/13,0,16,8
USC00054388,"JOHN MARTIN DAM, CO US",12/8/13,0,23,5
USC00054388,"JOHN MARTIN DAM, CO US",12/9/13,0,26,-5
USC00054388,"JOHN MARTIN DAM, CO US",12/10/13,0,24,-1
USC00054388,"JOHN MARTIN DAM, CO US",12/11/13,0,53,7
USC00054388,"JOHN MARTIN DAM, CO US",12/12/13,0,43,10
USC00054388,"JOHN MARTIN DAM, CO US",12/13/13,0,56,10
USC00054388,"JOHN MARTIN DAM, CO US",12/14/13,0,52,12
USC00054388,"JOHN MARTIN DAM, CO US",12/15/13,0,49,16
USC00054388,"JOHN MARTIN DAM, CO US",12/16/13,0,58,17
USC00054388,"JOHN MARTIN DAM, CO US",12/17/13,0,67,18
USC00054388,"JOHN MARTIN DAM, CO US",12/18/13,0,59,19
USC00054388,"JOHN MARTIN DAM, CO US",12/19/13,0,67,22
USC00054388,"JOHN MARTIN DAM, CO US",12/20/13,0,55,20
USC00054388,"JOHN MARTIN DAM, CO US",12/21/13,0,32,9
USC00054388,"JOHN MARTIN DAM, CO US",12/22/13,0,35,9
USC00054388,"JOHN MARTIN DAM, CO US",12/23/13,0,41,16
USC00054388,"JOHN MARTIN DAM, CO US",12/24/13,0,45,12
USC00054388,"JOHN MARTIN DAM, CO US",12/25/13,0,59,15
USC00054388,"JOHN MARTIN DAM, CO US",12/26/13,0,44,13
USC00054388,"JOHN MARTIN DAM, CO US",12/27/13,0,59,16
USC00054388,"JOHN MARTIN DAM, CO US",12/28/13,0,56,17
USC00054388,"JOHN MARTIN DAM, CO US",12/29/13,0,58,17
USC00054388,"JOHN MARTIN DAM, CO US",12/30/13,0,32,9
USC00054388,"JOHN MARTIN DAM, CO US",12/31/13,0,51,17
USC00054388,"JOHN MARTIN DAM, CO US",1/1/14,0,58,21
USC00054388,"JOHN MARTIN DAM, CO US",1/2/14,0,42,14
USC00054388,"JOHN MARTIN DAM, CO US",1/3/14,0,47,14
USC00054388,"JOHN MARTIN DAM, CO US",1/4/14,0,61,17
USC00054388,"JOHN MARTIN DAM, CO US",1/5/14,0,38,6
USC00054388,"JOHN MARTIN DAM, CO US",1/6/14,0.07,13,-11
USC00054388,"JOHN MARTIN DAM, CO US",1/7/14,0,21,1
USC00054388,"JOHN MARTIN DAM, CO US",1/8/14,0,39,9
USC00054388,"JOHN MARTIN DAM, CO US",1/9/14,0,39,12
USC00054388,"JOHN MARTIN DAM, CO US",1/10/14,0,38,17
USC00054388,"JOHN MARTIN DAM, CO US",1/11/14,0,45,18
USC00054388,"JOHN MARTIN DAM, CO US",1/12/14,0,58,20
USC00054388,"JOHN MARTIN DAM, CO US",1/13/14,0,59,21
USC00054388,"JOHN MARTIN DAM, CO US",1/14/14,0,56,22
USC00054388,"JOHN MARTIN DAM, CO US",1/15/14,0,41,19
USC00054388,"JOHN MARTIN DAM, CO US",1/16/14,0,50,20
USC00054388,"JOHN MARTIN DAM, CO US",1/17/14,0,50,19
USC00054388,"JOHN MARTIN DAM, CO US",1/18/14,0,54,20
USC00054388,"JOHN MARTIN DAM, CO US",1/19/14,0,56,22
USC00054388,"JOHN MARTIN DAM, CO US",1/20/14,0,63,21
USC00054388,"JOHN MARTIN DAM, CO US",1/21/14,0,52,18
USC00054388,"JOHN MARTIN DAM, CO US",1/22/14,0,67,18
USC00054388,"JOHN MARTIN DAM, CO US",1/23/14,0.05,49,6
USC00054388,"JOHN MARTIN DAM, CO US",1/24/14,0,15,-1
USC00054388,"JOHN MARTIN DAM, CO US",1/25/14,0,45,-1
USC00054388,"JOHN MARTIN DAM, CO US",1/26/14,0,50,25
USC00054388,"JOHN MARTIN DAM, CO US",1/27/14,0,58,20
USC00054388,"JOHN MARTIN DAM, CO US",1/28/14,0.06,35,6
USC00054388,"JOHN MARTIN DAM, CO US",1/29/14,0,27,4
USC00054388,"JOHN MARTIN DAM, CO US",1/30/14,0,47,8
USC00054388,"JOHN MARTIN DAM, CO US",1/31/14,0,51,21
USC00054388,"JOHN MARTIN DAM, CO US",2/1/14,0,26,21
USC00054388,"JOHN MARTIN DAM, CO US",2/2/14,0,27,13
USC00054388,"JOHN MARTIN DAM, CO US",2/3/14,0,32,15
USC00054388,"JOHN MARTIN DAM, CO US",2/4/14,0.2,32,18
USC00054388,"JOHN MARTIN DAM, CO US",2/5/14,0,24,-9
USC00054388,"JOHN MARTIN DAM, CO US",2/6/14,0,5,-9
