"STATION","NAME","DATE","PRCP","TMAX","TMIN","TOBS"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-01","0.00","47","22","26"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-02","0.00","46","25","26"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-03","0.00","51","25","33"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-04","0.35","33","12","12"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-05","0.06","19","10","13"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-06","0.12","29","10","15"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-07","0.03","26","15","26"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-08","0.00","41","22","23"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-09","0.02","48","22","25"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-10","0.33","26","10","10"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-11","0.00","29","10","13"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-12","0.00","31","12","23"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-13","0.00","31","17","18"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-14","0.00","37","16","19"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-15","0.00","40","19","23"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-16","0.00","39","16","16"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-17","0.00","42","15","17"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-18","0.00","39","14","17"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-19","0.00","44","15","19"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-20","0.00","43","17","17"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-21","0.00","50","17","23"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-22","0.00","51","22","35"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-23","0.11","48","34","35"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-24","0.17","40","33","34"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-25","0.03","46","30","33"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-26","0.01","44","28","28"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-27","0.10","33","15","16"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-28","0.05","19","7","19"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-29","0.00","30","17","17"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-30","0.00","30","16","18"
"USC00056205","OURAY NUMBER 2, CO US","2009-01-31","0.00","39","17","21"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-01","0.00","44","20","25"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-02","0.00","36","16","17"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-03","0.00","40","16","23"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-04","0.00","44","20","23"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-05","0.00","48","22","27"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-06","0.00","55","27","40"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-07","0.00","47","31","37"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-08","0.00","53","37","39"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-09","0.10","47","22","24"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-10","0.32","37","22","22"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-11","0.14","24","11","11"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-12","0.00","33","11","16"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-13","0.09","39","15","15"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-14","0.00","33","14","23"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-15","0.00","34","13","13"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-16","0.00","37","12","35"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-17","0.04","46","27","27"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-18","0.00","38","21","23"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-19","0.01","32","15","15"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-20","0.00","36","15","17"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-21","0.00","46","15","20"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-22","0.00","44","20","29"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-23","0.08","53","29","38"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-24","0.57","45","31","31"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-25","0.00","55","31","36"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-26","0.00","54","28","29"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-27","0.00","51","27","29"
"USC00056205","OURAY NUMBER 2, CO US","2009-02-28","0.00","42","14","14"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-01","0.00","42","14","28"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-02","0.00","57","28","35"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-03","0.00","63","35","42"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-04","0.00","56","42","46"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-05","0.00","58","36","36"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-06","0.00","51","36","38"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-07","0.00","51","28","28"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-08","0.03","34","18","18"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-09","0.00","52","17","38"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-10","0.15","47","21","21"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-11","0.04","34","17","23"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-12","0.00","47","22","31"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-13","0.02","47","29","29"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-14","0.00","45","24","24"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-15","0.00","46","24","26"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-16","0.00","51","26","29"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-17","0.00","57","28","33"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-18","0.00","59","32","34"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-19","0.00","60","32","35"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-20","0.00","63","33","43"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-21","0.00","66","38","42"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-22","0.00","64","40","46"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-23","0.15","60","26","27"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-24","0.10","35","24","25"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-25","0.02","39","25","26"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-26","0.06","39","26","29"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-27","0.75","34","10","11"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-28","0.00","25","10","16"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-29","0.00","42","15","32"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-30","0.43","52","14","15"
"USC00056205","OURAY NUMBER 2, CO US","2009-03-31","0.25","24","11","11"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-01","0.07","34","11","26"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-02","0.30","30","12","13"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-03","0.05","42","13","35"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-04","0.10","47","26","26"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-05","0.20","32","15","15"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-06","0.00","37","12","17"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-07","0.00","47","16","26"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-08","0.00","57","26","46"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-09","0.00","60","30","33"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-10","0.00","43","30","35"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-11","0.05","59","35","36"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-12","0.45","39","30","30"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-13","0.25","35","29","30"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-14","0.00","54","28","43"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-15","0.12","58","37","39"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-16","0.22","51","22","22"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-17","0.39","35","21","26"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-18","0.56","33","26","30"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-19","0.00","42","30","31"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-20","0.00","53","30","32"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-21","0.00","60","32","36"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-22","0.00","66","35","38"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-23","0.00","65","38","40"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-24","0.00","67","38","40"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-25","0.00","66","39","45"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-26","0.02","62","28","30"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-27","0.07","44","29","29"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-28","0.00","56","29","48"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-29","0.00","60","40","40"
"USC00056205","OURAY NUMBER 2, CO US","2009-04-30","0.00","68","37","39"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-01","0.00","70","38","46"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-02","0.00","68","46","50"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-03","0.33","57","35","38"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-04","0.20","54","38","41"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-05","0.26","58","33","42"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-06","0.00","64","40","41"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-07","0.00","73","41","44"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-08","0.00","74","40","40"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-09","0.00","67","36","38"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-10","0.00","70","38","47"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-11","0.00","70","45","48"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-12","0.00","74","44","48"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-13","0.00","75","43","46"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-14","0.00","65","45","46"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-15","0.00","72","42","42"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-16","0.00","72","41","42"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-17","0.00","72","42","44"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-18","0.00","74","43","48"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-19","0.00","79","48","55"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-20","0.02","74","46","49"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-21","0.00","67","46","50"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-22","0.01","65","46","47"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-23","0.04","66","46","47"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-24","0.05","69","46","46"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-25","0.39","56",,"42"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-26","0.07","56",,"43"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-27","0.14","56",,"39"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-28","0.00","64",,"42"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-29","0.00","68",,"44"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-30","0.00","68","42","43"
"USC00056205","OURAY NUMBER 2, CO US","2009-05-31","0.06","67","43","43"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-01","0.23","61","41","45"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-02","0.06","61","45","47"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-03","0.06","64","40","45"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-04","0.00","65","43","44"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-05","0.00","73","43","54"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-06","0.02","71","49","54"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-07","0.00","66","42","42"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-08","0.00","63","40","42"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-09","0.00","69","41","51"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-10","0.01","61","45","45"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-11","0.16","60","44","46"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-12","0.06","64","43","44"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-13","0.00","65","44","44"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-14","0.32","73","42","48"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-15","0.02","68","46","49"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-16","0.00","68","45","46"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-17","0.00","72","45","48"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-18","0.02","73","47","49"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-19","0.05","73","41","42"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-20","0.00","71","42","51"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-21","0.09","67","46","47"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-22","0.00","73","47","52"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-23","0.00","83","48","57"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-24","0.16","81","54","54"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-25","0.07","80","52","59"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-26","0.45","77","51","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-27","0.33","69","47","48"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-28","0.00","73","48","51"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-29","0.06","75","49","50"
"USC00056205","OURAY NUMBER 2, CO US","2009-06-30","0.00","80","49","49"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-01","0.00","81","47","59"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-02","0.00","82","56","58"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-03","0.09","75","54","55"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-04","0.00","75","51","51"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-05","0.02","78","51","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-06","0.00","78","50","56"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-07","0.05","76","50","50"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-08","0.00","83","49","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-09","0.00","85","49","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-10","0.00","85","52","62"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-11","0.00","82","56","58"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-12","0.42","80","55","57"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-13","0.39","78","53","56"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-14","0.05","81","52","52"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-15","0.00","82","51","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-16","0.00","81","51","51"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-17","0.00","82","50","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-18","0.00","83","53","57"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-19","0.00","85","52","63"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-20","0.02","86","57","59"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-21","0.03","80","55","55"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-22","0.58","76","49","49"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-23","0.00","81","49","56"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-24","0.00","85","55","59"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-25","0.00","87","56","58"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-26","0.19","79","57","57"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-27","0.47","71","48","49"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-28","0.04","79","49","54"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-29","0.04","80","51","52"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-30","0.04","75","51","52"
"USC00056205","OURAY NUMBER 2, CO US","2009-07-31","0.07","74","52","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-01","0.35","71","47","47"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-02","0.00","77","47","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-03","0.00","81","53","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-04","0.00","84","53","56"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-05","0.00","81","54","56"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-06","0.05","85","54","63"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-07","0.00","82","62","62"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-08","0.00","79","51","51"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-09","0.00","78","43","43"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-10","0.00","75","41","47"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-11","0.00","79","47","49"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-12","0.00","81","49","52"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-13","0.00","84","51","55"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-14","0.14","77","52","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-15","0.05","66","51","57"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-16","0.00","78","43","43"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-17","0.00","78","43","44"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-18","0.00","79","44","49"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-19","0.00","78","45","45"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-20","0.00","77","45","48"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-21","0.00","81","48","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-22","0.00","84","52","62"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-23","0.00","85","55","57"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-24","0.14","74","55","56"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-25","0.10","63","47","48"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-26","0.04","73","46","47"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-27","0.00","73","46","48"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-28","0.00","79","48","55"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-29","0.00","78","51","51"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-30","0.00","80","51","64"
"USC00056205","OURAY NUMBER 2, CO US","2009-08-31","0.04","77","54","63"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-01","0.00","80","53","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-02","0.00","75","50","51"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-03","0.00","76","50","51"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-04","0.02","79","50","50"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-05","0.00","75","50","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-06","0.19","71","51","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-07","0.00","70","48","48"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-08","0.00","72","47","50"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-09","0.10","71","47","48"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-10","0.07","76","48","53"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-11","0.08","68","49","50"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-12","0.00","77","48","52"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-13","0.14","74","49","54"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-14","0.20","69","46","46"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-15","0.04","67","46","52"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-16","0.09","66","46","47"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-17","0.06","66","44","45"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-18","0.04","67","44","44"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-19","0.24","69","42","43"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-20","0.05","69","43","47"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-21","0.29","66","39","39"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-22","0.00","51","30","31"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-23","0.00","49","30","33"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-24","0.00","58","32","34"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-25","0.00","59","34","43"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-26","0.00","67","39","40"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-27","0.00","73","39","43"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-28","0.00","75","43","47"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-29","0.00","79","47","49"
"USC00056205","OURAY NUMBER 2, CO US","2009-09-30","0.09","75","46","48"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-01","0.00","66","29","29"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-02","0.00","47","26","27"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-03","0.00","58","25","34"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-04","0.01","65","33","46"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-05","0.22","53","43","48"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-06","0.06","50","24","24"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-07","0.00","53","24","43"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-08","0.00","53","37","38"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-09","0.00","55","28","28"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-10","0.00","57","28","34"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-11","0.00","62","34","42"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-12","0.00","61","37","37"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-13","0.49","64","36","37"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-14","0.00","56","37","54"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-15","0.00","58","38","42"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-16","0.00","59","35","35"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-17","0.00","60","33","35"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-18","0.00","67","33","42"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-19","0.02","72","41","47"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-20","0.00","67","46","52"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-21","0.45","55","32","33"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-22","0.25","40","33","34"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-23","0.00","46","31","33"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-24","0.04","51","32","36"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-25","0.76","55","32","32"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-26","0.00","40","20","20"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-27","0.00","43","20","36"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-28","0.22","44","24","24"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-29","0.14","29","12","16"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-30","0.14","22","15","17"
"USC00056205","OURAY NUMBER 2, CO US","2009-10-31","0.00","33","15","24"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-01","0.00","44","22","31"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-02","0.00","55","30","31"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-03","0.00","56","30","32"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-04","0.00","60","32","35"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-05","0.00","64","35","47"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-06","0.00","64","38","43"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-07","0.00","64","41","44"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-08","0.00","67","34","35"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-09","0.00","55","33","36"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-10","0.00","56","33","41"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-11","0.00","62","40","44"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-12","0.00","64","44","52"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-13","0.00","54","42","42"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-14","0.49","42","30","31"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-15","0.49","37","20","20"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-16","0.03","24","11","11"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-17","0.00","35","11","18"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-18","0.00","41","18","24"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-19","0.00","47","23","24"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-20","0.00","41","20","23"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-21","0.00","48","23","42"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-22","0.00","52","23","24"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-23","0.02","46","24","25"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-24","0.01","31","12","15"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-25","0.00","35","15","20"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-26","0.00","43","19","23"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-27","0.00","51","23","28"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-28","0.00","52","28","33"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-29","0.00","46","26","26"
"USC00056205","OURAY NUMBER 2, CO US","2009-11-30","0.00","37","19","19"
"USC00056205","OURAY NUMBER 2, CO US","2009-12-01","0.00","42","19","24"
"USC00056205","OURAY NUMBER 2, CO US","2009-12-02","0.00","42","18","19"
"USC00056205","OURAY NUMBER 2, CO US","2009-12-03","0.01","33","6","6"
"USC00056205","OURAY NUMBER 2, CO US","2009-12-04","0.00","18","1","2"
"USC00056205","OURAY NUMBER 2, CO US","2009-12-05","0.00","28","2","20"
"USC00056205","OURAY NUMBER 2, CO US","2009-12-06","0.00","41","20","23"
