STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/1/09,0,,65,24
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/2/09,0,,65,28
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/3/09,0,,58,23
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/4/09,0.02,,24,16
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/5/09,0,,50,6
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/6/09,0,,49,15
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/7/09,0,,64,34
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/8/09,0,,69,34
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/9/09,0,,50,19
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/10/09,0,,49,9
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/11/09,0,,46,13
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/12/09,0,,44,13
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/13/09,0,,60,7
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/14/09,0,,48,15
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/15/09,0,,36,15
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/16/09,0,,62,15
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/17/09,0,,60,15
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/18/09,0,,66,15
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/19/09,0,,72,27
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/20/09,0,,70,25
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/21/09,0,,75,14
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/22/09,0,,74,33
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/23/09,0,,52,20
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/24/09,0,,35,17
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/25/09,0,,22,8
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/26/09,0.02,,17,7
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/27/09,0,,22,0
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/28/09,0,,52,5
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/29/09,0,,49,9
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/30/09,0,,59,8
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/31/09,0,,68,16
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/1/09,0,,48,16
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/2/09,0,,51,5
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/3/09,0,,59,15
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/4/09,0,,66,15
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/5/09,0,,73,23
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/6/09,0,,66,21
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/7/09,0,,58,22
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/8/09,0.03,,40,32
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/9/09,0,,57,28
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/10/09,0,,54,15
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/11/09,0,,54,13
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/12/09,0,,46,12
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/13/09,0,,41,12
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/14/09,0.01,,44,14
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/15/09,0,,47,4
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/16/09,0,,63,7
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/17/09,0,,58,26
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/18/09,0,,53,27
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/19/09,0,,54,13
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/20/09,0,,66,10
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/21/09,0,,51,7
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/22/09,0,,60,14
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/23/09,0,,75,20
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/24/09,0,,74,27
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/25/09,0,,71,30
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/26/09,0,,67,32
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/27/09,0,,64,15
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/28/09,0,,49,8
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/1/09,0,,57,11
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/2/09,0,,80,28
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/3/09,0,,77,29
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/4/09,0,,77,34
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/5/09,0,,71,36
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/6/09,0,,68,23
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/7/09,0,,53,25
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/8/09,0,,68,27
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/9/09,0,,70,27
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/10/09,0,,45,21
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/11/09,0,,57,12
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/12/09,0,,52,15
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/13/09,0,,46,20
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/14/09,0,,58,15
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/15/09,0,,70,17
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/16/09,0,,73,33
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/17/09,0,,79,27
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/18/09,0,,66,29
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/19/09,0,,67,26
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/20/09,0,,72,35
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/21/09,0,,76,30
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/22/09,0,,80,38
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/23/09,0,,67,30
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/24/09,0,,57,24
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/25/09,0,,58,27
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/26/09,0.3,,46,18
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/27/09,0.27,,27,14
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/28/09,0,,44,8
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/29/09,0,,67,19
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/30/09,0.15,,55,24
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/31/09,0,,57,18
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/1/09,0,,57,22
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/2/09,0,,60,20
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/3/09,0,,74,26
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/4/09,0,,46,27
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/5/09,0,,46,24
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/6/09,0,,56,15
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/7/09,0,,77,17
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/8/09,0,,81,26
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/9/09,0,,65,31
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/10/09,0,,62,35
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/11/09,0,,58,30
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/12/09,0.65,,44,32
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/13/09,0,,67,31
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/14/09,0,,71,36
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/15/09,0,,73,35
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/16/09,0,,71,37
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/17/09,0.36,,52,36
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/18/09,0.45,,50,32
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/19/09,0,,64,34
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/20/09,0,,74,35
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/21/09,0,,79,41
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/22/09,0,,82,44
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/23/09,0,,84,39
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/24/09,0,,83,43
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/25/09,0.01,,60,43
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/26/09,0.07,,70,39
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/27/09,0,,59,40
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/28/09,0,,79,45
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/29/09,0,,81,43
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/30/09,0,,71,51
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/1/09,0.05,,56,42
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/2/09,0.01,,47,42
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/3/09,0.02,,66,44
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/4/09,0,,79,44
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/5/09,0,,79,43
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/6/09,0,,87,43
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/7/09,0,,87,48
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/8/09,0,,74,50
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/9/09,0,,73,49
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/10/09,0,,63,41
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/11/09,0,,77,47
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/12/09,0,,91,38
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/13/09,0,,79,46
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/14/09,0,,86,34
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/15/09,0,,85,44
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/16/09,0,,72,47
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/17/09,0,,85,39
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/18/09,0,,91,43
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/19/09,0,,95,48
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/20/09,0,,91,50
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/21/09,0.07,,74,55
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/22/09,0.38,,78,53
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/23/09,0.02,,77,55
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/24/09,0.15,,78,53
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/25/09,0.02,,77,51
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/26/09,0.24,,65,51
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/27/09,0,,76,49
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/28/09,0,,82,46
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/29/09,0,,86,46
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/30/09,0.11,,87,50
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/31/09,0,,85,48
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/1/09,0.01,,80,47
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/2/09,0.86,,61,49
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/3/09,0,,67,47
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/4/09,0,,77,47
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/5/09,0,,88,53
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/6/09,0,,88,55
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/7/09,0,,82,46
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/8/09,0,,80,42
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/9/09,0,,82,53
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/10/09,0,,71,53
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/11/09,0,,73,52
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/12/09,0,,82,50
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/13/09,0.13,,81,56
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/14/09,0,,79,54
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/15/09,0,,86,48
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/16/09,0,,89,47
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/17/09,0,,93,56
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/18/09,0,,92,52
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/19/09,0,,83,52
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/20/09,0.03,,71,53
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/21/09,0,,93,50
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/22/09,0,,98,55
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/23/09,0,,93,60
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/24/09,0,,95,60
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/25/09,0,,93,65
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/26/09,0.01,,99,57
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/27/09,0.14,,90,59
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/28/09,0,,92,56
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/29/09,0.02,,92,54
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/30/09,0,,94,55
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/1/09,0,,98,56
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/2/09,0,,92,61
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/3/09,0,,96,64
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/4/09,0.62,,87,61
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/5/09,1.34,,81,54
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/6/09,0,,82,58
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/7/09,0,,97,52
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/8/09,0,,97,58
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/9/09,0,,97,56
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/10/09,0,,100,62
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/11/09,0,,100,63
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/12/09,0,,100,61
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/13/09,0.02,,95,56
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/14/09,0,,100,58
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/15/09,0,,89,63
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/16/09,0,,96,58
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/17/09,0,,94,55
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/18/09,0,,87,57
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/19/09,0,,94,58
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/20/09,0.42,,96,63
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/21/09,0.72,,80,59
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/22/09,0,,88,57
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/23/09,0,,96,56
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/24/09,0,,98,56
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/25/09,0.15,,90,65
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/26/09,0.35,,83,60
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/27/09,0.31,,88,56
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/28/09,0.01,,82,57
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/29/09,1.45,,78,54
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/30/09,0,,68,57
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/31/09,0,,86,52
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/1/09,0,,81,56
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/2/09,0,,95,54
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/3/09,0,,98,55
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/4/09,0.02,,92,58
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/5/09,0.02,,93,54
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/6/09,0.01,,96,61
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/7/09,0,,96,58
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/8/09,0,,94,60
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/9/09,0,,87,56
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/10/09,0.58,,86,57
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/11/09,0,,90,56
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/12/09,0,,95,59
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/13/09,0,,93,58
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/14/09,0,,86,61
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/15/09,0,,94,55
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/16/09,0,,82,51
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/17/09,0,,81,60
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/18/09,0.31,,82,53
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/19/09,0,,90,52
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/20/09,0,,83,54
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/21/09,0,,87,54
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/22/09,0,,96,54
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/23/09,0,,101,58
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/24/09,0.25,,89,61
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/25/09,0,,81,57
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/26/09,0,,88,52
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/27/09,0,,92,52
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/28/09,0,,92,48
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/29/09,0.73,,83,54
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/30/09,0.69,,75,56
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/31/09,0.1,,87,52
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/1/09,0,,97,52
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/2/09,0.06,,94,53
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/3/09,0,,91,56
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/4/09,0,,79,50
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/5/09,0,,84,54
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/6/09,0.02,,88,53
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/7/09,0,,91,51
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/8/09,0.05,,93,58
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/9/09,0,,83,55
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/10/09,0,,86,52
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/11/09,0.05,,80,49
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/12/09,0.06,,67,47
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/13/09,0,,81,57
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/14/09,0,,84,49
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/15/09,0,,84,50
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/16/09,0.09,,73,54
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/17/09,0,,76,48
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/18/09,0,,77,44
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/19/09,0,,80,44
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/20/09,0,,88,46
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/21/09,0.53,,56,40
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/22/09,0,,61,38
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/23/09,0.08,,55,44
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/24/09,0.01,,65,43
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/25/09,0,,69,43
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/26/09,0,,86,35
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/27/09,0,,90,46
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/28/09,0,,70,38
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/29/09,0,,89,39
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/30/09,0,,86,43
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/1/09,0,,66,33
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/2/09,0,,66,25
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/3/09,0,,65,27
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/4/09,0,,64,38
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/5/09,0,,78,39
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/6/09,0,,64,30
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/7/09,0,,77,28
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/8/09,0.05,,53,36
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/9/09,0.01,,58,31
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/10/09,0,,32,24
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/11/09,0,,35,24
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/12/09,0.01,,47,31
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/13/09,0.08,,58,37
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/14/09,0,,82,41
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/15/09,0,,76,37
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/16/09,0,,67,32
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/17/09,0,,70,35
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/18/09,0,,88,30
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/19/09,0,,84,43
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/20/09,0.11,,77,34
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/21/09,1.28,,43,35
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/22/09,0,,53,32
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/23/09,0,,56,28
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/24/09,0,,72,29
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/25/09,0.34,,50,33
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/26/09,0,,52,26
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/27/09,0,,57,26
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/28/09,0.02,,41,32
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/29/09,0.02,,34,28
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/30/09,0,,57,23
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/31/09,0,,67,25
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/1/09,0,,72,29
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/2/09,0,,59,29
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/3/09,0,,74,31
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/4/09,0,,58,29
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/5/09,0,,80,26
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/6/09,0,,80,36
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/7/09,0,,76,37
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/8/09,0,,66,34
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/9/09,0,,59,27
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/10/09,0,,60,28
